set_no,name,url,theme_group,theme,subtheme,year,piece_cnt,minifig_cnt,inventory_url,minifig_url,store_price,current_price,rating_value,rating_votes,tags,set_type,packaging,notes
40165-1,Minifigure Wedding Favour Set,/sets/40165-1/Minifigure-Wedding-Favour-Set,Miscellaneous,Miscellaneous,,2016,89,2,/inventories/40165-1,/minifigs/inset-40165-1,"£6.99, $9.99, 7.99€","New: $12 , Used: $5",5.0,1review,"Table Decoration, Wedding",Normal,Box,
40166-1,LEGOLAND Train,/sets/40166-1/LEGOLAND-Train,Miscellaneous,Promotional,LEGOLAND,2016,210,4,/inventories/40166-1,/minifigs/inset-40166-1,"£16.99, $19.99","New: $22, Used: $15",5.0,1review,"Legoland, Passenger Coach, Passenger Train, Steam Locomotive",Normal,Box,
40167-1,My First Set,/sets/40167-1/My-First-Set,Pre-school,Duplo,,2016,10,0,/inventories/40167-1,,,"New: $4, Used: Not known",,,"Polybag, Rabbit",Normal,Polybag,
40179-1,Personalised Mosaic Portrait,/sets/40179-1/Personalised-Mosaic-Portrait,Miscellaneous,Miscellaneous,,2016,4502,0,,,£99.99,"New: $274, Used: Not known",3.0,1review,"Baseplate, Mosaic",Normal,Box,Available from the Leicester Square brand store's Mosaic Maker machine.
40201-1,Valentine's Cupid Dog,/sets/40201-1/Valentine-s-Cupid-Dog,Miscellaneous,Seasonal,Valentine's Day,2016,150,0,/inventories/40201-1,,"£8.49, $9.99, 9.99€","New: $14, Used: $8",,,"Brick Built Animals, Dog, Valentine",Normal,Box,
40202-1,Easter Chick,/sets/40202-1/Easter-Chick,Miscellaneous,Seasonal,Easter,2016,111,0,/inventories/40202-1,,"£8.49, $9.99, 9.99€","New: $12, Used: $5",,,"Brick Built Animals, Chicken, Easter",Normal,Box,
40203-1,Vampire and Bat,/sets/40203-1/Vampire-and-Bat,Miscellaneous,Seasonal,Halloween,2016,150,0,/inventories/40203-1,,"£8.49, $5.99","New: $7, Used: $5",5.0,1review,"Bat, Brick Built Animals, Brick Built Figure, Spooky",Normal,Box,
40204-1,Pilgrim's Feast,/sets/40204-1/Pilgrim-s-Feast,Miscellaneous,Seasonal,Thanksgiving,2016,163,0,/inventories/40204-1,,"£4.99, $5.99","New: $8, Used: $5",3.0,1review,"Brick Built Figure, Thanksgiving",Normal,Box,
40205-1,Little Elf Helpers,/sets/40205-1/Little-Elf-Helpers,Miscellaneous,Seasonal,Christmas,2016,238,0,/inventories/40205-1,,"£8.49, $9.99","New: $13, Used: $8",,,"Brick Built Figure, Christmas, Elves, North Pole, Workshop",Normal,Box,
40206-1,LEGO Santa,/sets/40206-1/LEGO-Santa,Miscellaneous,Seasonal,Christmas,2016,155,0,/inventories/40206-1,,"£4.99, $9.99","New: $9, Used: $3",,,"Brick Built Figure, Christmas",Normal,Box,
40207-1,Year of the Monkey,/sets/40207-1/Year-of-the-Monkey,Miscellaneous,Seasonal,Chinese New Year,2016,165,0,/inventories/40207-1,,,"New: $86, Used: $40",,,"Brick Built Animals, China, Monkey",Normal,Box,
40208-1,Polar Bear,/sets/40208-1/Polar-Bear,Miscellaneous,Promotional,Monthly Mini Model Build,2016,40,0,/inventories/40208-1,,,"New: $5, Used: Not known",,,"Bear, Brick Built Animals, Polybag",Normal,Polybag,January 2016
40209-1,Snowmobile,/sets/40209-1/Snowmobile,Miscellaneous,Promotional,Monthly Mini Model Build,2016,26,0,/inventories/40209-1,,,"New: $7, Used: Not known",,,"Polybag, Snowmobile",Normal,Polybag,February 2016
40210-1,Bunny,/sets/40210-1/Bunny,Miscellaneous,Promotional,Monthly Mini Model Build,2016,49,0,/inventories/40210-1,,,"New: $7, Used: Not known",,,"Brick Built Animals, Polybag, Rabbit",Normal,Polybag,March 2016
40211-1,Bee,/sets/40211-1/Bee,Miscellaneous,Promotional,Monthly Mini Model Build,2016,34,0,/inventories/40211-1,,,"New: $7, Used: $6",,,"Brick Built Animals, Insect, Polybag",Normal,Polybag,
40212-1,Hedgehog,/sets/40212-1/Hedgehog,Miscellaneous,Promotional,Monthly Mini Model Build,2016,39,0,/inventories/40212-1,,,"New: $6, Used: $7",,,"Brick Built Animals, Hedgehog, Polybag",Normal,Polybag,
40213-1,Seaplane,/sets/40213-1/Seaplane,Miscellaneous,Promotional,Monthly Mini Model Build,2016,24,0,/inventories/40213-1,,,"New: $5, Used: Not known",,,"Aircraft, Airplane, Microscale, Polybag, Propeller Aircraft, Seaplane",Normal,Polybag,
40214-1,Frog,/sets/40214-1/Frog,Miscellaneous,Promotional,Monthly Mini Model Build,2016,60,0,/inventories/40214-1,,,"New: $5, Used: Not known",5.0,1review,"Brick Built Animals, Frog, Polybag, Spider",Normal,Polybag,
40215-1,Apple,/sets/40215-1/Apple,Miscellaneous,Promotional,Monthly Mini Model Build,2016,58,0,/inventories/40215-1,,,"New: $7, Used: Not known",,,"Brick Built Animals, Fresh Produce, Polybag",Normal,Polybag,
40216-1,School Bus,/sets/40216-1/School-Bus,Miscellaneous,Promotional,Monthly Mini Model Build,2016,65,0,/inventories/40216-1,,,"New: $5, Used: $1",,,"Bus, Microscale, Polybag",Normal,Polybag,
40217-1,Werewolf,/sets/40217-1/Werewolf,Miscellaneous,Promotional,Monthly Mini Model Build,2016,52,0,/inventories/40217-1,,,"New: $5, Used: $7",,,"Brick Built Animals, Halloween, Polybag, Seasonal, Spooky",Normal,Polybag,
40218-1,Fox,/sets/40218-1/Fox,Miscellaneous,Promotional,Monthly Mini Model Build,2016,39,0,/inventories/40218-1,,,"New: $5, Used: $6",,,"Brick Built Animals, Fox, Polybag",Normal,Polybag,
40219-1,Christmas Present,/sets/40219-1/Christmas-Present,Miscellaneous,Promotional,Monthly Mini Model Build,2016,55,0,/inventories/40219-1,,,"New: $6, Used: Not known",,,"Christmas, Polybag",Normal,Polybag,
40220-1,London Bus,/sets/40220-1/London-Bus,Model making,Creator,,2016,118,0,/inventories/40220-1,,,"New: $14, Used: $8",4.8,4,"Bus, Gift with Purchase, London, Microscale, Public Transport, Routemaster, United Kingdom",Normal,Box,"[NA] Free with qualifying purchases at shop.LEGO.com and LEGO Brand Stores, August 2016, December 8-17, 2017.[EU, AU, NZ] Free with qualifying purchases at shop.LEGO.com and LEGO Brand Stores, October 2016.[UK] Available for sale from the Leicester Square brand store."
40221-1,Fountain,/sets/40221-1/Fountain,Model making,Creator,,2016,105,2,/inventories/40221-1,/minifigs/inset-40221-1,,"New: $16, Used: $13",4.8,5,"Bicycle, Dog, Fountain, Gift with Purchase, Statue",Normal,Box,"Free with qualifying purchases at shop.LEGO.com, June 2016."
40222-1,Christmas Build-Up,/sets/40222-1/Christmas-Build-Up,Miscellaneous,Seasonal,Christmas,2016,250,0,/inventories/40222-1,,"£9.99, 9.99€","New: $10, Used: $6",2.8,4,"Advent Calendar, Aircraft, Bird, Boat, Brick Built Animals, Brick Built Figure, Brick Built Tree, Brickley, Castle, Cat, Christmas, Christmas Tree, Deer, Fireplace, House, Jet Aircraft, Microscale, Multibuild, Olli, Penguin, Robot, Ship, Sled, Snowman, Snowplough, Steam Locomotive, Truck",Normal,Box,"[US] Free with qualifying purchases at shop.LEGO.com, October 2016.[EU, UK, AU, NZ] Free with qualifying purchases at shop.LEGO.com and LEGO Brand Stores, October 23 - November 20, 2016."
40223-1,Snowglobe,/sets/40223-1/Snowglobe,Miscellaneous,Seasonal,Christmas,2016,215,1,/inventories/40223-1,/minifigs/inset-40223-1,"£8.49, $9.99, 9.99€","New: $30, Used: $27",4.8,4,"Brick Built Tree, Christmas, Christmas Tree, Limited Edition",Normal,Box,"Free with qualifying purchases at shop.LEGO.com and LEGO Brand stores, November and December 2016.Available at shop.LEGO.com, November 2017. "
40225-1,Rio 2016 Mascots,/sets/40225-1/Rio-2016-Mascots,Miscellaneous,Promotional,Miscellaneous,2016,197,0,/inventories/40225-1,,,"New: $30, Used: Not known",4.0,1review,"Brick Built Figure, Cat, Olympics",Normal,Box,
40226-1,Birthday Buddy,/sets/40226-1/Birthday-Buddy,Miscellaneous,Seasonal,Birthday,2016,133,0,/inventories/40226-1,,,"New: $14, Used: Not known",,,"Balloons, Birthday, Brick Built Figure",Normal,Box,
40227-1,MSC Meraviglia,/sets/40227-1/MSC-Meraviglia,Miscellaneous,Promotional,Miscellaneous,2016,180,0,/inventories/40227-1,,,"New: $42, Used: $40",,,"Boat, Microscale, Ship",Normal,Box,Available on selected MSC cruise ships.Re-released as 40318-1 
40228-1,Geoffrey & Friends,/sets/40228-1/Geoffrey-Friends,Miscellaneous,Promotional,Toys R Us,2016,133,2,/inventories/40228-1,/minifigs/inset-40228-1,$9.99,"New: $9, Used: $5",4.0,1review,"Brick Built Animals, Giraffe, Toys R Us",Normal,Box,
41065-1,Rapunzel's Best Day Ever,/sets/41065-1/Rapunzel-s-Best-Day-Ever,Licensed,Disney,Tangled,2016,145,1,/inventories/41065-1,/minifigs/inset-41065-1,"£19.99, $19.99, 24.99€","New: $26, Used: $16",,,"Rapunzel, Disney, Fine Arts, Fresh Produce, Horse, Kitchen, Maximus, Modern Disney, Swing",Normal,Box,
41066-1,Anna & Kristoff's Sleigh Adventure,/sets/41066-1/Anna-Kristoff-s-Sleigh-Adventure,Licensed,Disney,Frozen,2016,174,2,/inventories/41066-1,/minifigs/inset-41066-1,"£24.99, $29.99, 29.99€","New: $29, Used: $21",,,"Anna, Kristoff, Arendelle, Brick Built Tree, Deer, Disney, Frozen, Ice, Modern Disney, Musical, Shop, Sled, Sven",Normal,Box,
41067-1,Belle's Enchanted Castle,/sets/41067-1/Belle-s-Enchanted-Castle,Licensed,Disney,Beauty and the Beast,2016,374,8,/inventories/41067-1,/minifigs/inset-41067-1,"£54.99, $49.99, 49.99€","New: $81, Used: $64",4.0,1review,"Beast, Belle, Cogsworth, Fifi, Lumière, Mrs Potts, Stove, Wardrobe, Beauty And The Beast, Bedroom, Brick Built Figure, Castle, Disney, Disney Renaissance, France, Kitchen, Library, Lumiere, Magic",Normal,Box,
41068-1,Arendelle Castle Celebration,/sets/41068-1/Arendelle-Castle-Celebration,Licensed,Disney,Frozen,2016,477,6,/inventories/41068-1,/minifigs/inset-41068-1,"£54.99, $59.99, 59.99€","New: $52, Used: $31",,,"Anna, Elsa, Olaf, Snowgie, Arendelle, Balloons, Bedroom, Birthday, Castle, Disney, Frozen, Ice, Modern Disney, Slide, Snowman",Normal,Box,
41069-1,Treasure's Day at the Pool,/sets/41069-1/Treasure-s-Day-at-the-Pool,Licensed,Disney,Palace Pets,2016,70,0,/inventories/41069-1,,"£6.99, $5.99, 3.99€","New: $8, Used: $3",3.0,1review,"Cat, Frozen Treats, Swimming Pool",Normal,Box,
41110-1,Birthday Party,/sets/41110-1/Birthday-Party,Girls,Friends,Party,2016,191,1,/inventories/41110-1,/minifigs/inset-41110-1,"£17.99, $19.99, 19.99€","New: $20, Used: $9",,,"Andrea, 9Th Wave, Baked Goods, Balloons, Bird, Birthday, Brick Built Tree, Musical, Performance Stage, Piano, Rabbit, Swing",Normal,Box,Included in 66537-1 
41111-1,Party Train,/sets/41111-1/Party-Train,Girls,Friends,Party,2016,109,1,/inventories/41111-1,/minifigs/inset-41111-1,"£8.99, $9.99, 9.99€","New: $9, Used: $6",,,"Stephanie, 9Th Wave, Balloons, Bicycle, Birthday, Hamster, Slide",Normal,Box,Included in 66537-1 
41112-1,Party Cakes,/sets/41112-1/Party-Cakes,Girls,Friends,Party,2016,50,0,/inventories/41112-1,,"£3.99, $4.99, 4.99€","New: $7, Used: $4",,,"9Th Wave, Balloons, Birthday, Dog, Kitchen",Normal,Box,Included in 66537-1 
41113-1,Party Gift Shop,/sets/41113-1/Party-Gift-Shop,Girls,Friends,Party,2016,52,0,/inventories/41113-1,,"£3.99, $4.99, 4.99€","New: $6, Used: $4",,,"9Th Wave, Balloons, Birthday, Rabbit, Shop",Normal,Box,
41114-1,Party Styling,/sets/41114-1/Party-Styling,Girls,Friends,Party,2016,54,0,/inventories/41114-1,,"£3.99, $4.99, 4.99€","New: $6, Used: $5",,,"9Th Wave, Balloons, Birthday, Cat, Fish",Normal,Box,
41115-1,Emma's Creative Workshop,/sets/41115-1/Emma-s-Creative-Workshop,Girls,Friends,,2016,108,1,/inventories/41115-1,/minifigs/inset-41115-1,"£8.99, $9.99, 9.99€","New: $13, Used: $7",4.0,1review,"Emma, 9Th Wave, Camera, Fine Arts, Workshop",Normal,Box,
41116-1,Olivia's Exploration Car,/sets/41116-1/Olivia-s-Exploration-Car,Girls,Friends,,2016,185,1,/inventories/41116-1,/minifigs/inset-41116-1,"£12.99, $14.99, 14.99€","New: $18, Used: $6",,,"Olivia, 9Th Wave, Astronomy, Brick Built Tree, Car, Pickup Truck, Robot, Science, Zobo",Normal,Box,
41117-1,Pop Star TV Studio,/sets/41117-1/Pop-Star-TV-Studio,Girls,Friends,Pop Star,2016,194,1,/inventories/41117-1,/minifigs/inset-41117-1,"£17.99, $19.99, 17.49€","New: $21, Used: $9",4.0,1review,"Livi, 9Th Wave, Camera, Musical, Tv",Normal,Box,
41118-1,Heartlake Supermarket,/sets/41118-1/Heartlake-Supermarket,Girls,Friends,,2016,313,2,/inventories/41118-1,/minifigs/inset-41118-1,"£29.99, $29.99, 34.99€","New: $38, Used: $30",5.0,1review,"Daniel, Mia, 9Th Wave, Baked Goods, Cart, Fish, Fresh Produce, Shop",Normal,Box,
41119-1,Heartlake Cupcake Cafe,/sets/41119-1/Heartlake-Cupcake-Cafe,Girls,Friends,,2016,439,2,/inventories/41119-1,/minifigs/inset-41119-1,"£39.99, $39.99, 39.99€","New: $41, Used: $28",5.0,1review,"Naomi, Stephanie, 9Th Wave, Cat, Kitchen, Moped, Restaurant, Shop",Normal,Box,
41120-1,Adventure Camp Archery,/sets/41120-1/Adventure-Camp-Archery,Girls,Friends,Adventure Camp,2016,114,1,/inventories/41120-1,/minifigs/inset-41120-1,"£8.99, $9.99, 9.99€","New: $8, Used: $6",4.0,1review,"Mia, 9Th Wave, Hedgehog, Target Practice",Normal,Box,
41121-1,Adventure Camp Rafting,/sets/41121-1/Adventure-Camp-Rafting,Girls,Friends,Adventure Camp,2016,320,2,/inventories/41121-1,/minifigs/inset-41121-1,"£24.99, $29.99, 20.99€","New: $21, Used: $17",5.0,1review,"Andrea, Olivia, 9Th Wave, Bear, Brick Built Tree, Camera, Camping, Fish, Floats On Water, Raft, Tent, Waterfall",Normal,Box,
41122-1,Adventure Camp Tree House,/sets/41122-1/Adventure-Camp-Tree-House,Girls,Friends,Adventure Camp,2016,726,3,/inventories/41122-1,/minifigs/inset-41122-1,"£59.99, $79.99, 34.99€","New: $71, Used: $30",5.0,1review,"Emma, Joy, Stephanie, 9Th Wave, Bedroom, Bird, Brick Built Tree, Camera, Camping, Eagle, Fox, House, Kitchen, Slide, Swing, Tree House, Waterfall",Normal,Box,
41123-1,Foal's Washing Station,/sets/41123-1/Foal-s-Washing-Station,Girls,Friends,Vet,2016,77,1,/inventories/41123-1,/minifigs/inset-41123-1,"£8.99, $9.99, 9.99€","New: $11, Used: $6",,,"Emma, 10Th Wave, Farm, Foal, Fresh Produce, Horse",Normal,Box,
41124-1,Heartlake Puppy Daycare,/sets/41124-1/Heartlake-Puppy-Daycare,Girls,Friends,Vet,2016,286,2,/inventories/41124-1,/minifigs/inset-41124-1,"£24.99, $29.99, 29.99€","New: $34, Used: $22",,,"Andrea, Mia, 10Th Wave, Dog, Playground",Normal,Box,
41125-1,Horse Vet Trailer,/sets/41125-1/Horse-Vet-Trailer,Girls,Friends,Vet,2016,370,2,/inventories/41125-1,/minifigs/inset-41125-1,"£39.99, $39.99, 39.99€","New: $50, Used: $30",,,"Olivia, Sophie, 10Th Wave, Horse, Pickup Truck, Trailer, Veterinary",Normal,Box,
41126-1,Heartlake Riding Club,/sets/41126-1/Heartlake-Riding-Club,Girls,Friends,,2016,575,2,/inventories/41126-1,/minifigs/inset-41126-1,"£54.99, $59.99, 64.99€","New: $58, Used: $40",,,"Mia, Stephanie, 10Th Wave, Baked Goods, Bathroom, Bedroom, Chicken, Fresh Produce, Horse, Mouse, Stable",Normal,Box,
41127-1,Amusement Park Arcade,/sets/41127-1/Amusement-Park-Arcade,Girls,Friends,Amusement Park,2016,174,1,/inventories/41127-1,/minifigs/inset-41127-1,"£12.99, $14.99, 14.99€","New: $15, Used: $9",5.0,2,"Mia, 10Th Wave, Arcade, Fairground, Frog, Sports, Target Practice",Normal,Box,
41128-1,Amusement Park Space Ride,/sets/41128-1/Amusement-Park-Space-Ride,Girls,Friends,Amusement Park,2016,195,1,/inventories/41128-1,/minifigs/inset-41128-1,"£17.99, $19.99, 19.99€","New: $19, Used: $13",5.0,2,"Olivia, 10Th Wave, Aircraft, Camera, Cart, Classic Space Logo, Fairground, Frozen Treats, Space, Street Vendor",Normal,Box,
41129-1,Amusement Park Hot Dog Van,/sets/41129-1/Amusement-Park-Hot-Dog-Van,Girls,Friends,Amusement Park,2016,243,2,/inventories/41129-1,/minifigs/inset-41129-1,"£24.99, $29.99, 29.99€","New: $27, Used: $16",3.5,2,"Nate, Stephanie, 10Th Wave, Bun, Camera, Fairground, Food Mascot, Hotdog, Hotdog Bun, Kitchen, Street Vendor, Van",Normal,Box,
41130-1,Amusement Park Roller Coaster,/sets/41130-1/Amusement-Park-Roller-Coaster,Girls,Friends,Amusement Park,2016,1124,4,/inventories/41130-1,/minifigs/inset-41130-1,"£99.99, $99.99, 99.99€","New: $113, Used: $60",4.5,2,"Andrea, Emma, Matthew, Naya, 10Th Wave, Award Winning Product, Camera, Cart, Fairground, Ferris Wheel, Fresh Produce, Hotdog, Hotdog Bun, Light Brick, Rocket, Roller Coaster, Space, Street Vendor, Turnstile",Normal,Box,
41131-1,Friends Advent Calendar,/sets/41131-1/Friends-Advent-Calendar,Girls,Friends,Seasonal,2016,218,2,/inventories/41131-1,/minifigs/inset-41131-1,"£19.99, $29.99, 19.99€","New: $16, Used: Not known",4.0,1review,"Emma, Naomi, Advent Calendar, Baked Goods, Bbq, Camera, Christmas, Christmas Tree, Fireplace, Hamster, Musical, Performance Stage, Piano, Polar Bear, Skating, Snowman",Normal,Box,
41132-1,Heartlake Party Shop,/sets/41132-1/Heartlake-Party-Shop,Girls,Friends,Party,2016,176,2,/inventories/41132-1,/minifigs/inset-41132-1,"£24.99, $29.99, 29.99€","New: $24, Used: Not known",,,"Laurie, Stephanie, 10Th Wave, Balloons, Fountain, Shop",Normal,Box,
41133-1,Amusement Park Bumper Cars,/sets/41133-1/Amusement-Park-Bumper-Cars,Girls,Friends,Amusement Park,2016,424,2,/inventories/41133-1,/minifigs/inset-41133-1,"£39.99, $39.99, 39.99€","New: $36, Used: $22",4.0,1review,"Ben, Olivia, 10Th Wave, Cart, Fairground, Street Vendor",Normal,Box,
41134-1,Heartlake Performance School,/sets/41134-1/Heartlake-Performance-School,Girls,Friends,,2016,774,3,/inventories/41134-1,/minifigs/inset-41134-1,"£74.99, $79.99, 79.99€","New: $81, Used: $45",3.0,2,"Andrea, Iva, Noah, 10Th Wave, Bathroom, Bus, Camera, Mini Modular, Musical, Piano, School, Sports",Normal,Box,
41135-1,Livi's Pop Star House,/sets/41135-1/Livi-s-Pop-Star-House,Girls,Friends,Pop Star,2016,597,2,/inventories/41135-1,/minifigs/inset-41135-1,"£49.99, $49.99, 54.99€","New: $103, Used: $53",4.0,1review,"Andrea, Livi, 9Th Wave, Baked Goods, Bathroom, Bedroom, Camera, Dog, Fireplace, Fresh Produce, Frozen Treats, Furniture, House, Kitchen, Mini Modular, Skating, Sliding Door, Swimming Pool, Tv",Normal,Box,
41140-1,Daisy's Beauty Salon,/sets/41140-1/Daisy-s-Beauty-Salon,Licensed,Disney,Palace Pets,2016,98,0,/inventories/41140-1,,"£8.99, $9.99, 4.99€","New: $10, Used: $7",,,Dog,Normal,Box,
41141-1,Pumpkin's Royal Carriage,/sets/41141-1/Pumpkin-s-Royal-Carriage,Licensed,Disney,Palace Pets,2016,79,0,/inventories/41141-1,,"£8.99, $9.99, 9.99€","New: $15, Used: Not known",3.0,1review,"Carriage, Dog",Normal,Box,
41142-1,Palace Pets Royal Castle,/sets/41142-1/Palace-Pets-Royal-Castle,Licensed,Disney,Palace Pets,2016,186,0,/inventories/41142-1,,"£19.99, $19.99, 19.99€","New: $25, Used: $11",,,"Castle, Cat",Normal,Box,
41171-1,Emily Jones & the Baby Wind Dragon,/sets/41171-1/Emily-Jones-the-Baby-Wind-Dragon,Action/Adventure,Elves,,2016,80,1,/inventories/41171-1,/minifigs/inset-41171-1,"£8.99, $9.99, 9.99€","New: $32, Used: $20",3.5,2,"Emily Jones, 3Rd Wave, Brick Built Tree, Dragon, Dragon Egg, Fledge, Jones Family, Waterfall",Normal,Box,
41172-1,The Water Dragon Adventure,/sets/41172-1/The-Water-Dragon-Adventure,Action/Adventure,Elves,,2016,212,1,/inventories/41172-1,/minifigs/inset-41172-1,"£17.99, $19.99, 24.99€","New: $38, Used: $26",4.0,2,"Naida Riverheart, 3Rd Wave, Brick Built Tree, Catapult, Dragon, Magic, Merina, Water, Waterfall",Normal,Box,
41173-1,Elvendale School of Dragons,/sets/41173-1/Elvendale-School-of-Dragons,Action/Adventure,Elves,,2016,230,1,/inventories/41173-1,/minifigs/inset-41173-1,"£17.99, $19.99, 19.99€","New: $44, Used: $30",,,"Tidus Stormsurfer, 3Rd Wave, Blackboard, Brick Built Tree, Dragon, Elvendale, Miku, Mushroom, School",Normal,Box,
41174-1,The Starlight Inn,/sets/41174-1/The-Starlight-Inn,Action/Adventure,Elves,,2016,343,2,/inventories/41174-1,/minifigs/inset-41174-1,"£24.99, $29.99, 29.99€","New: $76, Used: $59",5.0,1review,"Azari Firedancer, Sira Copperbranch, 3Rd Wave, Bedroom, Dragon, Dragon Egg, Earth, Elvendale, Hotel, House, Magic, Spark",Normal,Box,
41175-1,Fire Dragon's Lava Cave,/sets/41175-1/Fire-Dragon-s-Lava-Cave,Action/Adventure,Elves,,2016,441,2,/inventories/41175-1,/minifigs/inset-41175-1,"£39.99, $39.99, 39.99€","New: $53, Used: $43",5.0,1review,"Azari Firedancer, Emily Jones, 3Rd Wave, Cave, Dragon, Fire, Fountain, Magic, Mushroom, Spooky, Zonya",Normal,Box,
41176-1,The Secret Market Place,/sets/41176-1/The-Secret-Market-Place,Action/Adventure,Elves,,2016,691,2,/inventories/41176-1,/minifigs/inset-41176-1,"£49.99, $59.99, 29.99€","New: $105, Used: $78",5.0,1review,"Aira Windwhistler, Farran Leafshade, 3Rd Wave, Air, Bedroom, Brick Built Tree, Dragon, Earth, Elvendale, Flamy, Fox, Fresh Produce, Library, Magic, Mail, Mushroom, Owl, Owlyver, Post, Post Office, Shop, Thorne",Normal,Box,
41177-1,The Precious Crystal Mine,/sets/41177-1/The-Precious-Crystal-Mine,Action/Adventure,Elves,,2016,273,2,/inventories/41177-1,/minifigs/inset-41177-1,"£24.99, $29.99, 17.49€","New: $34, Used: $26",,,"Farran Leafshade, Naida Riverheart, 4Th Wave, Bedroom, Cave, Dragon, Dragon Egg, Elvendale, Floria, Magic, Mouse, Mushroom, Shop, Slide, Underground",Normal,Box,
41178-1,The Dragon Sanctuary,/sets/41178-1/The-Dragon-Sanctuary,Action/Adventure,Elves,,2016,585,2,/inventories/41178-1,/minifigs/inset-41178-1,"£34.99, $49.99, 49.99€","New: $123, Used: $134",,,"Aira Windwhistler, Tidus Stormsurfer, 4Th Wave, Air, Brick Built Tree, Dragon, Dragon Egg, Elvendale, Fish, Gust, Magic, Raft, Rayne, Waterfall",Normal,Box,
41179-1,Queen Dragon's Rescue,/sets/41179-1/Queen-Dragon-s-Rescue,Action/Adventure,Elves,,2016,833,2,/inventories/41179-1,/minifigs/inset-41179-1,"£64.99, $69.99, 69.99€","New: $120, Used: $112",,,"Azari Firedancer, Emily Jones, 4Th Wave, Bedroom, Brick Built Tree, Castle, Cave, Dragon, Dungeon, Dusti, Elandra, Elvendale, Fish, Fox, Mouse, Royal, Spooky",Normal,Box,
41180-1,Ragana's Magic Shadow Castle,/sets/41180-1/Ragana-s-Magic-Shadow-Castle,Action/Adventure,Elves,,2016,1014,3,/inventories/41180-1,/minifigs/inset-41180-1,"£79.99, $99.99, 89.99€","New: $101, Used: $87",5.0,4,"Aira Windwhistler, Naida Riverheart, Ragana Shadowflame, 4Th Wave, Bedroom, Brick Built Tree, Castle, Cat, Catapult, Chandelier, Dragon, Dragon Egg, Dungeon, Elvendale, Elves, Estari, Evil Lair, Fireplace, Jynx, Magic, Spooky, Throne, Trapdoor",Normal,Box,
41490-1,Superman & Wonder Woman,/sets/41490-1/Superman-Wonder-Woman,Licensed,BrickHeadz,DC Comics Super Heroes,2016,220,0,,,$39.99,"New: $795, Used: Not known",,,"Brick Built Figure, Female, Justice League, SDCC, Super Hero",Normal,Box,"Exclusive to San Diego Comic-Con 2016, for sale on Saturday, July 23rd."
41491-1,Batman & The Joker,/sets/41491-1/Batman-The-Joker,Licensed,BrickHeadz,DC Comics Super Heroes,2016,212,0,,,$39.99,"New: $538, Used: $280",,,"Brick Built Figure, Justice League, Rogues Gallery, SDCC, Villain",Normal,Box,"Exclusive to San Diego Comic-Con 2016, for sale on Thursday, July 21st."
41492-1,Iron Man & Captain America,/sets/41492-1/Iron-Man-Captain-America,Licensed,BrickHeadz,Marvel Super Heroes,2016,184,0,,,$39.99,"New: $542, Used: $350",,,"Avengers, Brick Built Figure, SDCC, Super Hero, USA",Normal,Box,"Exclusive to San Diego Comic-Con 2016, for sale on Sunday, July 24th."
41493-1,Black Panther & Doctor Strange,/sets/41493-1/Black-Panther-Doctor-Strange,Licensed,BrickHeadz,Marvel Super Heroes,2016,173,0,,,$39.99,"New: $419, Used: Not known",,,"Brick Built Figure, Magic, Marvel Cinematic Universe, SDCC, Super Hero",Normal,Box,"Exclusive to San Diego Comic-Con 2016, for sale on Friday, July 22nd."
41554-1,Kuffs,/sets/41554-1/Kuffs,Licensed,Mixels,Series 7,2016,63,0,/inventories/41554-1,,"£3.00, $4.99, 1.99€","New: $5, Used: $4",,,"Brick Built Figure, Cartoon, Cartoon Network, Mcpd, Mixel Tribe Leaders, Mixels Props, Mixopolis",Normal,Foil pack,Included in 6139025-1 
41555-1,Busto,/sets/41555-1/Busto,Licensed,Mixels,Series 7,2016,69,0,/inventories/41555-1,,"£3.00, $4.99, 1.99€","New: $5, Used: $4",,,"Brick Built Figure, Cartoon, Cartoon Network, Mcpd, Mixels Props, Mixopolis, Nixel",Normal,Foil pack,Included in 6139025-1 
41556-1,Tiketz,/sets/41556-1/Tiketz,Licensed,Mixels,Series 7,2016,62,0,/inventories/41556-1,,"£3.00, $4.99, 1.99€","New: $6, Used: $4",,,"Brick Built Figure, Cartoon, Cartoon Network, Cookironi, Mcpd, Mixels Props, Mixopolis",Normal,Foil pack,Included in 6139025-1 
41557-1,Camillot,/sets/41557-1/Camillot,Licensed,Mixels,Series 7,2016,64,0,/inventories/41557-1,,"£3.00, $4.99, 1.99€","New: $5, Used: $3",,,"Brick Built Figure, Cartoon, Cartoon Network, Medivals, Mixel Tribe Leaders, Mixopolis, Royal",Normal,Foil pack,Included in 6139025-1 
41558-1,Mixadel,/sets/41558-1/Mixadel,Licensed,Mixels,Series 7,2016,63,0,/inventories/41558-1,,"£3.00, $4.99, 1.99€","New: $6, Used: $4",,,"Brick Built Figure, Cartoon, Cartoon Network, Medivals, Mixopolis, Royal",Normal,Foil pack,Included in 6139025-1 
41559-1,Paladum,/sets/41559-1/Paladum,Licensed,Mixels,Series 7,2016,64,0,/inventories/41559-1,,"£3.00, $4.99, 1.99€","New: $7, Used: $3",,,"Brick Built Figure, Cartoon, Cartoon Network, Medivals, Mixels Props, Mixopolis, Nixel, Pegasus, Royal",Normal,Foil pack,Included in 6139025-1 
