set_no,name,url,theme_group,theme,subtheme,year,piece_cnt,minifig_cnt,inventory_url,minifig_url,store_price,current_price,rating_value,rating_votes,tags,set_type,packaging,notes
6171-1,Gas Station,/sets/6171-1/Gas-Station,Pre-school,Duplo,,2012,45,2,/inventories/6171-1,/minifigs/inset-6171-1,"£29.99, $29.99","New: $33, Used: $23",,,"Baked Goods, Bathroom, Car, Convertible, Motorcycle, Octan, Service Station, Shop",Normal,Box,
6172-1,Zoo Truck,/sets/6172-1/Zoo-Truck,Pre-school,Duplo,Zoo,2012,8,1,/inventories/6172-1,/minifigs/inset-6172-1,"£19.99, $19.99","New: $28, Used: $17",,,"Lion, Truck, Zoo",Normal,Box,Included in 66430-1 
6173-1,Panda,/sets/6173-1/Panda,Pre-school,Duplo,Zoo,2012,8,1,/inventories/6173-1,/minifigs/inset-6173-1,$7.99,"New: $13, Used: $9",,,Zoo,Normal,Box,Included in 66430-1 
6200-2,EVO,/sets/6200-2/EVO,Constraction,HERO Factory,,2012,36,0,/inventories/6200-2,,"£6.99, $8.99","New: $30, Used: $7",4.0,4,"Breakout, Ccbs, HERO Factory Hero, Nathan Evo",Normal,,Included in 66445-1 
6201-1,TOXIC REAPA,/sets/6201-1/TOXIC-REAPA,Constraction,HERO Factory,,2012,42,0,/inventories/6201-1,,"£6.99, $8.99","New: $16, Used: $7",4.0,2,"Breakout, Ccbs, HERO Factory Villain",Normal,,Included in 66445-1 
6202-1,ROCKA,/sets/6202-1/ROCKA,Constraction,HERO Factory,,2012,55,0,/inventories/6202-1,,"£9.99, $12.99","New: $35, Used: $10",5.0,3,"Breakout, Ccbs, HERO Factory Hero, Rocka",Normal,,
6203-1,BLACK PHANTOM,/sets/6203-1/BLACK-PHANTOM,Constraction,HERO Factory,,2012,124,0,/inventories/6203-1,,"£14.99, $19.99","New: $64, Used: $24",4.5,2,"Breakout, Ccbs, HERO Factory Villain, Titan",Normal,,
6216-1,JAWBLADE,/sets/6216-1/JAWBLADE,Constraction,HERO Factory,,2012,45,0,/inventories/6216-1,,"£6.99, $8.99","New: $44, Used: $8",2.5,2,"Breakout, Ccbs, HERO Factory Villain, Shark",Normal,,Included in 66437-1 
6217-1,SURGE,/sets/6217-1/SURGE,Constraction,HERO Factory,,2012,39,0,/inventories/6217-1,,"£6.99, $8.99","New: $36, Used: $10",4.8,4,"Breakout, Ccbs, HERO Factory Hero, Mark Surge",Normal,,
6218-1,SPLITFACE,/sets/6218-1/SPLITFACE,Constraction,HERO Factory,,2012,50,0,/inventories/6218-1,,"£9.99, $12.99","New: $44, Used: $9",3.0,2,"Breakout, Ccbs, HERO Factory Villain",Normal,,
6221-1,NEX,/sets/6221-1/NEX,Constraction,HERO Factory,,2012,39,0,/inventories/6221-1,,"£6.99, $8.99","New: $18, Used: $8",5.0,3,"Breakout, Ccbs, HERO Factory Hero, Julius Nex",Normal,,Included in 66446-1 
6222-1,CORE HUNTER,/sets/6222-1/CORE-HUNTER,Constraction,HERO Factory,,2012,51,0,/inventories/6222-1,,"£9.99, $12.99"," New: $72, Used: $23",3.3,3,"Breakout, Ccbs, HERO Factory Villain",Normal,,
6223-1,BULK,/sets/6223-1/BULK,Constraction,HERO Factory,,2012,61,0,/inventories/6223-1,,"£9.99, $12.99","New: $23, Used: $10",4.5,2,"Breakout, Ccbs, Dunkan Bulk, HERO Factory Hero",Normal,,
6227-1,BREEZ,/sets/6227-1/BREEZ,Constraction,HERO Factory,,2012,55,0,/inventories/6227-1,,"£9.99, $12.99","New: $30, Used: $12",5.0,1review,"Breakout, Ccbs, Female, HERO Factory Hero, Natalie Breez",Normal,,
6228-1,THORNRAXX,/sets/6228-1/THORNRAXX,Constraction,HERO Factory,,2012,44,0,/inventories/6228-1,,"£6.99, $8.99","New: $32, Used: $9",4.0,1review,"Breakout, Ccbs, HERO Factory Villain",Normal,,
6229-1,XT4,/sets/6229-1/XT4,Constraction,HERO Factory,,2012,39,0,/inventories/6229-1,,"£6.99, $8.99","New: $18, Used: $7",1.0,1review,"Breakout, Ccbs, HERO Factory Villain",Normal,,
6230-1,STORMER XL,/sets/6230-1/STORMER-XL,Constraction,HERO Factory,,2012,89,0,/inventories/6230-1,,"£14.99, $24.99","New: $58, Used: $26",3.8,5,"Breakout, Ccbs, HERO Factory Hero, Hero Factory Xl, Ice, Preston Stormer, Titan",Normal,Box,
6231-1,SPEEDA DEMON,/sets/6231-1/SPEEDA-DEMON,Constraction,HERO Factory,,2012,192,0,/inventories/6231-1,,"£24.99, $34.99","New: $41, Used: $31",4.5,2,"Breakout, Ccbs, Hero Factory Vehicles, HERO Factory Villain, Large Scale Vehicle, Motorcycle, Titan",Normal,,
6282-1,STRINGER,/sets/6282-1/STRINGER,Constraction,HERO Factory,,2012,42,0,/inventories/6282-1,,"£6.99, $8.99","New: $30, Used: $7",5.0,1review,"Breakout, Ccbs, HERO Factory Hero, Jimi Stringer, Musical",Normal,,Included in 66452-1 
6283-1,VOLTIX,/sets/6283-1/VOLTIX,Constraction,HERO Factory,,2012,61,0,/inventories/6283-1,,"£9.99, $12.99","New: $23, Used: $10",3.7,3,"Breakout, Ccbs, HERO Factory Villain",Normal,,Included in 66452-1 
6293-1,Furno,/sets/6293-1/Furno,Constraction,HERO Factory,,2012,56,0,/inventories/6293-1,,"£9.99, $12.99","New: $20, Used: $9",3.3,3,"Breakout, Ccbs, HERO Factory Hero, William Furno",Normal,,Included in 66437-1 
6758-1,Grow Caterpillar Grow!,/sets/6758-1/Grow-Caterpillar-Grow!,Pre-school,Duplo,,2012,17,0,/inventories/6758-1,,"£9.99, $12.99","New: $15, Used: $8",,,"Board Book, Brick Built Animals, Frog, Insect",Normal,Blister pack,
6759-1,Busy Farm,/sets/6759-1/Busy-Farm,Pre-school,Duplo,,2012,15,0,/inventories/6759-1,,"£9.99, $12.99, 7.49€","New: $5, Used: $5",5.0,1review,"Board Book, Brick Built Animals, Chicken, Pig, Sheep",Normal,Blister pack,
6760-1,Let's Go! Wroom!,/sets/6760-1/Let-s-Go!-Wroom!,Pre-school,Duplo,,2012,12,0,/inventories/6760-1,,"£9.99, $12.99","New: $5, Used: $10",4.0,1review,"Airplane, Board Book, Propeller Aircraft, Racing Car",Normal,Blister pack,
6784-1,Creative Sorter,/sets/6784-1/Creative-Sorter,Pre-school,Duplo,,2012,23,0,/inventories/6784-1,,"£17.99, $14.99","New: $18, Used: $11",4.0,1review,"Brick Built Animals, Brick Built Tree, Elephant, Giraffe, Parrot",Normal,Tub,
6785-1,Creative Cakes,/sets/6785-1/Creative-Cakes,Pre-school,Duplo,,2012,55,0,/inventories/6785-1,,"£19.99, $24.99","New: $45, Used: $20",,,,Normal,Other,
6857-1,The Dynamic Duo Funhouse Escape,/sets/6857-1/The-Dynamic-Duo-Funhouse-Escape,Licensed,DC Comics Super Heroes,Batman,2012,380,5,/inventories/6857-1,/minifigs/inset-6857-1,"£39.99, $39.99","New: $50, Used: $34",5.0,6,"Batman, Harley Quinn, Robin, The Joker, The Riddler, Batcycle, Cart, Fish, Funhouse, Gotham City, Rogues Gallery, Roller Coaster, Trapdoor",Normal,Box,"In the US, this set is exclusive to Toys R Us."
6858-1,Catwoman Catcycle City Chase,/sets/6858-1/Catwoman-Catcycle-City-Chase,Licensed,DC Comics Super Heroes,Batman,2012,89,2,/inventories/6858-1,/minifigs/inset-6858-1,"£11.99, $12.99","New: $18, Used: $10",4.3,16,"Batman, Catwoman, Glider, Gotham City, Motorcycle, Traffic Light",Normal,Box,
6860-1,The Batcave,/sets/6860-1/The-Batcave,Licensed,DC Comics Super Heroes,Batman,2012,690,5,/inventories/6860-1,/minifigs/inset-6860-1,"£69.99, $69.99","New: $67, Used: $38",4.7,7,"Bane, Batman, Bruce Wayne, Poison Ivy, Robin, Batcomputer, Batcycle, Cave, Drill, Lab, Rogues Gallery, Sliding Door, Tracked Vehicle",Normal,Box,
6862-2,Superman vs. Power Armor Lex,/sets/6862-2/Superman-vs-Power-Armor-Lex,Licensed,DC Comics Super Heroes,Superman,2012,207,3,/inventories/6862-2,/minifigs/inset-6862-2,"£19.99, $19.99","New: $21, Used: $12",4.2,12,"Lex Luthor, Superman, Wonder Woman, Justice League, Kryptonite, Lexcorp, Mech, Robot",Normal,Box,
6863-1,Batwing Battle Over Gotham City,/sets/6863-1/Batwing-Battle-Over-Gotham-City,Licensed,DC Comics Super Heroes,Batman,2012,278,3,/inventories/6863-1,/minifigs/inset-6863-1,"£34.99, $34.99","New: $39, Used: $20",4.1,8,"Batman, The Joker, The Joker’s Henchman, Aircraft, Batwing, Helicopter, Jet Aircraft, Propeller Aircraft, The Joker Chopper",Normal,Box,
6864-1,Batmobile and the Two-Face Chase,/sets/6864-1/Batmobile-and-the-Two-Face-Chase,Licensed,DC Comics Super Heroes,Batman,2012,531,5,/inventories/6864-1,/minifigs/inset-6864-1,"£49.99, $49.99","New: $68, Used: $43",4.3,6,"Batman, Guard, Two-Face, Two-Face’s Henchman, Bank, Batmobile, Gcpd, Gotham City, Safe, Truck",Normal,Box,
6865-1,Captain America's Avenging Cycle,/sets/6865-1/Captain-America-s-Avenging-Cycle,Licensed,Marvel Super Heroes,Avengers,2012,72,3,/inventories/6865-1,/minifigs/inset-6865-1,"£11.99, $12.99","New: $28, Used: $13",4.0,17,"Captain America, Chitauri General, Chitauri, Chitauri Army, Marvel Cinematic Universe, Motorcycle, S.H.I.E.L.D., USA",Normal,Box,
6866-1,Wolverine's Chopper Showdown,/sets/6866-1/Wolverine-s-Chopper-Showdown,Licensed,Marvel Super Heroes,Comics,2012,199,3,/inventories/6866-1,/minifigs/inset-6866-1,"£19.99, $19.99","New: $108, Used: $69",4.6,13,"Deadpool, Magneto, Wolverine, Aircraft, Helicopter, Motorcycle, Propeller Aircraft, X Men",Normal,Box,
6867-1,Loki's Cosmic Cube Escape,/sets/6867-1/Loki-s-Cosmic-Cube-Escape,Licensed,Marvel Super Heroes,Avengers,2012,181,3,/inventories/6867-1,/minifigs/inset-6867-1,"£19.99, $19.99","New: $42, Used: $25",4.3,8,"Hawkeye, Iron Man, Loki, 4X4, Infinity Stone, Marvel Cinematic Universe, S.H.I.E.L.D., Space Stone, Truck",Normal,Box,
6868-1,Hulk's Helicarrier Breakout,/sets/6868-1/Hulk-s-Helicarrier-Breakout,Licensed,Marvel Super Heroes,Avengers,2012,389,4,/inventories/6868-1,/minifigs/inset-6868-1,"£49.99, $49.99","New: $68, Used: $39",4.6,8,"Hawkeye, Hulk, Loki, Thor, Aircraft, Bigfig, Jet Aircraft, Lab, Marvel Cinematic Universe, Octan, S.H.I.E.L.D.",Normal,Box,
6869-1,Quinjet Aerial Battle,/sets/6869-1/Quinjet-Aerial-Battle,Licensed,Marvel Super Heroes,Avengers,2012,735,5,/inventories/6869-1,/minifigs/inset-6869-1,"£69.99, $69.99","New: $80, Used: $55",5.0,7,"Black Widow, Chitauri, Iron Man, Loki, Thor, Aircraft, Chitauri Army, Drone, Marvel Cinematic Universe, Quinjet, S.H.I.E.L.D.",Normal,Box,
6873-1,Spider-Man's Doc Ock Ambush,/sets/6873-1/Spider-Man-s-Doc-Ock-Ambush,Licensed,Marvel Super Heroes,Ultimate Spider-Man,2012,295,3,/inventories/6873-1,/minifigs/inset-6873-1,"£34.99, $29.99","New: $45, Used: $28",4.3,6,"Doctor Octopus, Iron Fist, Spider-Man, Cartoon, Heroes For Hire, Sinister Six",Normal,Box,"In the US, this set is exclusive to Walmart."
6910-1,Mini Sports Car,/sets/6910-1/Mini-Sports-Car,Model making,Creator,,2012,70,0,/inventories/6910-1,,"£4.99, $5.99","New: $5, Used: $3",5.0,1review,"Car, Go Kart, Microscale, Multibuild, Transport Vehicle, Truck",Normal,Canister,
6911-1,Mini Fire Truck,/sets/6911-1/Mini-Fire-Truck,Model making,Creator,,2012,69,0,/inventories/6911-1,,"£4.99, $5.99","New: $8, Used: $3",4.0,2,"Aircraft, Fire, Fire Helicopter, Fire Truck, Helicopter, Microscale, Multibuild, Off Roader, Propeller Aircraft, Truck",Normal,Canister,
6912-1,Super Soarer,/sets/6912-1/Super-Soarer,Model making,Creator,,2012,130,0,/inventories/6912-1,,"£9.99, $14.99"," New: $12, Used: $4",4.3,4,"Aircraft, Airplane, Boat, Helicopter, Jet Aircraft, Microscale, Multibuild, Propeller Aircraft, Speedboat",Normal,Box,
6913-1,Blue Roadster,/sets/6913-1/Blue-Roadster,Model making,Creator,,2012,152,0,/inventories/6913-1,,"£9.99, $14.99","New: $17, Used: $6",4.0,4,"8 Wide Car, Car, Convertible, Jeep, Multibuild, Off Roader, Sports Car",Normal,Box,
6914-1,Prehistoric Hunters,/sets/6914-1/Prehistoric-Hunters,Model making,Creator,,2012,191,0,/inventories/6914-1,,"£12.99, $17.99","New: $36, Used: $11",3.7,3,"Brachiosaurus, Brick Built Animals, Dinosaur, Multibuild, Pterodactyl, Tyrannosaurus Rex",Normal,Box,
7291-1,Street Rebel,/sets/7291-1/Street-Rebel,Model making,Creator,,2012,196,0,/inventories/7291-1,,"£17.99, $19.99","New: $16, Used: $6",4.5,2,"Functional Steering, Moped, Motorcycle, Multibuild, Racing, Sprung",Normal,Box,
7292-1,Propeller Adventures,/sets/7292-1/Propeller-Adventures,Model making,Creator,,2012,241,0,/inventories/7292-1,,"£17.99, $19.99","New: $23, Used: $10",5.0,2,"Aircraft, Hovercraft, Jet Aircraft, Multibuild, Propeller Aircraft",Normal,Box,
7345-1,Transport Chopper,/sets/7345-1/Transport-Chopper,Model making,Creator,,2012,383,0,/inventories/7345-1,,"£24.99, $34.99","New: $35, Used: $13",4.0,2,"Aircraft, Boat, Car, Convertible, Dump Truck, Ferry, Helicopter, Microscale, Multibuild, Propeller Aircraft, Seaplane, Transport Vehicle, Truck",Normal,Box,
7346-1,Seaside House,/sets/7346-1/Seaside-House,Model making,Creator,,2012,415,1,/inventories/7346-1,/minifigs/inset-7346-1,"£34.99, $49.99","New: $56, Used: $27",4.7,3,"Bbq, Beach, Bird, Brick Built Animals, Brick Built Tree, Crab, Fish, House, Mini Modular, Multibuild, Sand Castle, Seagull, Shop, Surfing",Normal,Box,
7347-1,Highway Pickup,/sets/7347-1/Highway-Pickup,Model making,Creator,,2012,805,0,/inventories/7347-1,,"£59.99, $79.99","New: $74 , Used: $62",4.7,3,"12 Wide Car, 12 Wide Truck, Breakdown Recovery, Car, Convertible, Electric, Light Brick, Mobile Crane, Multibuild, Off Roader, Service Vehicle, Transport Vehicle, Truck",Normal,Box,
8827-0,LEGO Minifigures Series 6 {Random bag} ,/sets/8827-0/LEGO-Minifigures-Series-6-{Random-bag},Miscellaneous,Collectable Minifigures,Series 06,2012,,0,,,"£1.99, $2.99","New: Not known, Used: Not known",,,,Random,Foil pack,Might contain 8827-6 8827-4 8827-7 8827-3 8827-11 8827-12 8827-15 8827-14 8827-13 8827-9 8827-16 8827-1 8827-5 8827-8 8827-2 8827-10 
8827-1,Classic Alien,/sets/8827-1/Classic-Alien,Miscellaneous,Collectable Minifigures,Series 06,2012,6,1,,/minifigs/inset-8827-1,"£1.99, $2.99","New: $10, Used: $59",4.0,4,"Space, Villain",Normal,Foil pack,Included in 8827-17 Might be in 8827-0 
8827-2,Highland Battler,/sets/8827-2/Highland-Battler,Miscellaneous,Collectable Minifigures,Series 06,2012,7,1,,/minifigs/inset-8827-2,"£1.99, $2.99","New: Not known, Used: $103",4.3,6,"Historic, Scotland, United Kingdom",Normal,Foil pack,Included in 8827-17 Might be in 8827-0 
8827-3,Sleepyhead,/sets/8827-3/Sleepyhead,Miscellaneous,Collectable Minifigures,Series 06,2012,6,1,,/minifigs/inset-8827-3,"£1.99, $2.99","New: Not known, Used: Not known",4.3,6,"Bear, City, Pajamas",Normal,Foil pack,Included in 8827-17 Might be in 8827-0 
8827-4,Lady Liberty,/sets/8827-4/Lady-Liberty,Miscellaneous,Collectable Minifigures,Series 06,2012,8,1,,/minifigs/inset-8827-4,"£1.99, $2.99","New: Not known, Used: Not known",4.7,6,"Female, New York, Statue, USA",Normal,Foil pack,Included in 8827-17 Might be in 8827-0 
8827-5,Bandit,/sets/8827-5/Bandit,Miscellaneous,Collectable Minifigures,Series 06,2012,8,1,,/minifigs/inset-8827-5,"£1.99, $2.99","New: Not known, Used: Not known",4.0,5,"Villain, Wild West",Normal,Foil pack,Included in 8827-17 Might be in 8827-0 
8827-6,Flamenco Dancer,/sets/8827-6/Flamenco-Dancer,Miscellaneous,Collectable Minifigures,Series 06,2012,6,1,,/minifigs/inset-8827-6,"£1.99, $2.99","New: Not known, Used: Not known",3.6,5,"Female, Musical",Normal,Foil pack,Included in 8827-17 Might be in 8827-0 
8827-7,Clockwork Robot,/sets/8827-7/Clockwork-Robot,Miscellaneous,Collectable Minifigures,Series 06,2012,5,1,,/minifigs/inset-8827-7,"£1.99, $2.99","New: Not known, Used: Not known",4.7,3,Robot,Normal,Foil pack,Included in 8827-17 Might be in 8827-0 
8827-8,Minotaur,/sets/8827-8/Minotaur,Miscellaneous,Collectable Minifigures,Series 06,2012,8,1,,/minifigs/inset-8827-8,"£1.99, $2.99","New: Not known, Used: Not known",4.2,5,"Fantasy, Historic",Normal,Foil pack,Included in 8827-17 Might be in 8827-0 
8827-9,Leprechaun,/sets/8827-9/Leprechaun,Miscellaneous,Collectable Minifigures,Series 06,2012,9,1,,/minifigs/inset-8827-9,"£1.99, $2.99","New: Not known, Used: Not known",4.5,6,"Fantasy, Ireland",Normal,Foil pack,Included in 8827-17 Might be in 8827-0 
8827-10,Roman Soldier,/sets/8827-10/Roman-Soldier,Miscellaneous,Collectable Minifigures,Series 06,2012,7,1,,/minifigs/inset-8827-10,"£1.99, $2.99","New: Not known, Used: Not known",4.8,10,"Classical Period, Historic, Italy",Normal,Foil pack,Included in 8827-17 Might be in 8827-0 
8827-11,Surgeon,/sets/8827-11/Surgeon,Miscellaneous,Collectable Minifigures,Series 06,2012,7,1,,/minifigs/inset-8827-11,"£1.99, $2.99","New: Not known, Used: Not known",3.4,5,"City, Female, Hospital, Medical, Surgery, X Ray",Normal,Foil pack,Included in 8827-17 Might be in 8827-0 
8827-12,Skater Girl,/sets/8827-12/Skater-Girl,Miscellaneous,Collectable Minifigures,Series 06,2012,8,1,,/minifigs/inset-8827-12,"£1.99, $2.99","New: Not known, Used: Not known",3.3,4,"City, Female, Skating",Normal,Foil pack,Included in 8827-17 Might be in 8827-0 
8827-13,Intergalactic Girl,/sets/8827-13/Intergalactic-Girl,Miscellaneous,Collectable Minifigures,Series 06,2012,9,1,,/minifigs/inset-8827-13,"£1.99, $2.99","New: Not known, Used: Not known",3.9,7,"Classic Space Logo, Female, Space",Normal,Foil pack,Included in 8827-17 Might be in 8827-0 
8827-14,Butcher,/sets/8827-14/Butcher,Miscellaneous,Collectable Minifigures,Series 06,2012,7,1,,/minifigs/inset-8827-14,"£1.99, $2.99","New: Not known, Used: Not known",4.4,5,City,Normal,Foil pack,Included in 8827-17 Might be in 8827-0 
8827-15,Mechanic,/sets/8827-15/Mechanic,Miscellaneous,Collectable Minifigures,Series 06,2012,7,1,,/minifigs/inset-8827-15,"£1.99, $2.99","New: Not known, Used: Not known",4.3,7,City,Normal,Foil pack,Included in 8827-17 Might be in 8827-0 
8827-16,Genie,/sets/8827-16/Genie,Miscellaneous,Collectable Minifigures,Series 06,2012,7,1,,/minifigs/inset-8827-16,"£1.99, $2.99","New: Not known, Used: Not known",4.7,7,"Fantasy, Genies, Magic, Magic Lamp",Normal,Foil pack,Included in 8827-17 Might be in 8827-0 
8827-17,LEGO Minifigures Series 6 - Complete,/sets/8827-17/LEGO-Minifigures-Series-6-Complete,Miscellaneous,Collectable Minifigures,Series 06,2012,115,16,,/minifigs/inset-8827-17,£31.84,"New: Not known, Used: Not known",,,,Collection,Foil pack,Contains 8827-6 8827-9 8827-16 8827-1 8827-5 8827-8 8827-2 8827-10 8827-4 8827-7 8827-3 8827-11 8827-12 8827-15 8827-14 8827-13 
8827-18,LEGO Minifigures Series 6 - Sealed Box,/sets/8827-18/LEGO-Minifigures-Series-6-Sealed-Box,Miscellaneous,Collectable Minifigures,Series 06,2012,60,0,,,£119.40,"New: Not known, Used: Not known",,,Collection Box,Collection,Box,
8831-0,LEGO Minifigures Series 7 {Random bag} ,/sets/8831-0/LEGO-Minifigures-Series-7-{Random-bag},Miscellaneous,Collectable Minifigures,Series 07,2012,,0,,,"£1.99, $2.99","New: Not known, Used: Not known",,,,Random,Foil pack,Might contain 8831-8 8831-11 8831-3 8831-15 8831-16 8831-13 8831-5 8831-6 8831-10 8831-1 8831-9 8831-7 8831-2 8831-12 8831-4 8831-14 
8831-1,Swimming Champion,/sets/8831-1/Swimming-Champion,Miscellaneous,Collectable Minifigures,Series 07,2012,6,1,,/minifigs/inset-8831-1,"£1.99, $2.99","New: $10, Used: $114",4.0,4,"Female, Sports, Swimming Pool",Normal,Foil pack,Included in 8831-17 Might be in 8831-0 
8831-2,Aztec Warrior,/sets/8831-2/Aztec-Warrior,Miscellaneous,Collectable Minifigures,Series 07,2012,7,1,,/minifigs/inset-8831-2,"£1.99, $2.99","New: $167, Used: $110",4.8,6,"Historic, Mexico",Normal,Foil pack,Included in 8831-17 Might be in 8831-0 
8831-3,Bunny Suit Guy,/sets/8831-3/Bunny-Suit-Guy,Miscellaneous,Collectable Minifigures,Series 07,2012,6,1,,/minifigs/inset-8831-3,"£1.99, $2.99","New: Not known, Used: Not known",4.7,3,"Animal Suit, Costume, Rabbit",Normal,Foil pack,Included in 8831-17 Might be in 8831-0 
8831-4,Bride,/sets/8831-4/Bride,Miscellaneous,Collectable Minifigures,Series 07,2012,11,1,,/minifigs/inset-8831-4,"£1.99, $2.99","New: Not known, Used: Not known",4.0,4,"Female, Wedding",Normal,Foil pack,Included in 8831-17 Might be in 8831-0 
8831-5,Ocean King,/sets/8831-5/Ocean-King,Miscellaneous,Collectable Minifigures,Series 07,2012,7,1,,/minifigs/inset-8831-5,"£1.99, $2.99","New: Not known, Used: Not known",4.4,5,"Fantasy, Merpeople, Royal",Normal,Foil pack,Included in 8831-17 Might be in 8831-0 
8831-6,Bagpiper,/sets/8831-6/Bagpiper,Miscellaneous,Collectable Minifigures,Series 07,2012,7,1,,/minifigs/inset-8831-6,"£1.99, $2.99","New: Not known, Used: Not known",4.8,4,"Musical, Scotland, United Kingdom",Normal,Foil pack,Included in 8831-17 Might be in 8831-0 
8831-7,Daredevil,/sets/8831-7/Daredevil,Miscellaneous,Collectable Minifigures,Series 07,2012,8,1,,/minifigs/inset-8831-7,"£1.99, $2.99","New: Not known, Used: Not known",4.2,6,Sports,Normal,Foil pack,Included in 8831-17 Might be in 8831-0 
8831-8,Galaxy Patrol,/sets/8831-8/Galaxy-Patrol,Miscellaneous,Collectable Minifigures,Series 07,2012,7,1,,/minifigs/inset-8831-8,"£1.99, $2.99","New: Not known, Used: Not known",4.6,8,"Classic Space Logo, Space",Normal,Foil pack,Included in 8831-17 Might be in 8831-0 
8831-9,Tennis Ace,/sets/8831-9/Tennis-Ace,Miscellaneous,Collectable Minifigures,Series 07,2012,6,1,,/minifigs/inset-8831-9,"£1.99, $2.99","New: Not known, Used: Not known",3.8,5,Sports,Normal,Foil pack,Included in 8831-17 Might be in 8831-0 
8831-10,Jungle Boy,/sets/8831-10/Jungle-Boy,Miscellaneous,Collectable Minifigures,Series 07,2012,7,1,,/minifigs/inset-8831-10,"£1.99, $2.99","New: Not known, Used: Not known",3.5,6,"Jungle, Monkey",Normal,Foil pack,Included in 8831-17 Might be in 8831-0 
8831-11,Hippie,/sets/8831-11/Hippie,Miscellaneous,Collectable Minifigures,Series 07,2012,9,1,,/minifigs/inset-8831-11,"£1.99, $2.99","New: Not known, Used: Not known",4.7,6,,Normal,Foil pack,Included in 8831-17 Might be in 8831-0 
8831-12,Computer Programmer,/sets/8831-12/Computer-Programmer,Miscellaneous,Collectable Minifigures,Series 07,2012,7,1,,/minifigs/inset-8831-12,"£1.99, $2.99","New: Not known, Used: Not known",4.8,4,City,Normal,Foil pack,Included in 8831-17 Might be in 8831-0 
8831-13,Viking Woman,/sets/8831-13/Viking-Woman,Miscellaneous,Collectable Minifigures,Series 07,2012,10,1,,/minifigs/inset-8831-13,"£1.99, $2.99","New: Not known, Used: Not known",4.5,4,"Female, Historic",Normal,Foil pack,Included in 8831-17 Might be in 8831-0 
8831-14,Evil Knight,/sets/8831-14/Evil-Knight,Miscellaneous,Collectable Minifigures,Series 07,2012,8,1,,/minifigs/inset-8831-14,"£1.99, $2.99","New: Not known, Used: Not known",4.7,6,"Castle, Fantasy, Villain",Normal,Foil pack,Included in 8831-17 Might be in 8831-0 
8831-15,Rocker Girl,/sets/8831-15/Rocker-Girl,Miscellaneous,Collectable Minifigures,Series 07,2012,6,1,,/minifigs/inset-8831-15,"£1.99, $2.99","New: Not known, Used: Not known",4.3,4,"Female, Musical",Normal,Foil pack,Included in 8831-17 Might be in 8831-0 
8831-16,Grandma Visitor,/sets/8831-16/Grandma-Visitor,Miscellaneous,Collectable Minifigures,Series 07,2012,7,1,,/minifigs/inset-8831-16,"£1.99, $2.99","New: Not known, Used: Not known",4.5,6,"Fantasy, Female",Normal,Foil pack,Included in 8831-17 Might be in 8831-0 
8831-17,LEGO Minifigures Series 7 - Complete,/sets/8831-17/LEGO-Minifigures-Series-7-Complete,Miscellaneous,Collectable Minifigures,Series 07,2012,119,16,,/minifigs/inset-8831-17,£31.84,"New: Not known, Used: Not known",,,,Collection,Foil pack,Contains 8831-8 8831-11 8831-3 8831-15 8831-16 8831-5 8831-13 8831-6 8831-10 8831-1 8831-9 8831-7 8831-2 8831-12 8831-4 8831-14 
8831-18,LEGO Minifigures Series 7 - Sealed Box,/sets/8831-18/LEGO-Minifigures-Series-7-Sealed-Box,Miscellaneous,Collectable Minifigures,Series 07,2012,60,0,,,£119.40,"New: Not known, Used: Not known",,,Collection Box,Collection,Box,
8833-0,LEGO Minifigures Series 8 {Random bag} ,/sets/8833-0/LEGO-Minifigures-Series-8-{Random-bag},Miscellaneous,Collectable Minifigures,Series 08,2012,,0,,,"£1.99, $2.99"," New: Not known, Used: Not known",,,,Random,,Might contain 8833-1 8833-2 8833-3 8833-4 8833-5 8833-6 8833-7 8833-8 8833-9 8833-10 8833-11 8833-12 8833-13 8833-14 8833-15 8833-16 
8833-1,Evil Robot,/sets/8833-1/Evil-Robot,Miscellaneous,Collectable Minifigures,Series 08,2012,8,1,,/minifigs/inset-8833-1,"£1.99, $2.99","New: $8, Used: $135",4.2,5,"Robot, Villain",Normal,Foil pack,Included in 8833-17 Might be in 8833-0 
8833-2,Conquistador,/sets/8833-2/Conquistador,Miscellaneous,Collectable Minifigures,Series 08,2012,8,1,,/minifigs/inset-8833-2,"£1.99, $2.99","New: Not known, Used: $118",3.3,3,Historic,Normal,Foil pack,Included in 8833-17 Might be in 8833-0 
8833-3,Lederhosen Guy,/sets/8833-3/Lederhosen-Guy,Miscellaneous,Collectable Minifigures,Series 08,2012,6,1,,/minifigs/inset-8833-3,"£1.99, $2.99","New: Not known, Used: Not known",2.5,2,"Baked Goods, Germany",Normal,Foil pack,Included in 8833-17 Might be in 8833-0 
8833-4,Cowgirl,/sets/8833-4/Cowgirl,Miscellaneous,Collectable Minifigures,Series 08,2012,6,1,,/minifigs/inset-8833-4,"£1.99, $2.99","New: Not known, Used: Not known",5.0,3,"Female, Historic, Wild West",Normal,Foil pack,Included in 8833-17 Might be in 8833-0 
8833-5,Football Player,/sets/8833-5/Football-Player,Miscellaneous,Collectable Minifigures,Series 08,2012,8,1,,/minifigs/inset-8833-5,"£1.99, $2.99","New: Not known, Used: Not known",3.0,3,Sports,Normal,Foil pack,Included in 8833-17 Might be in 8833-0 
