set_no,name,theme_group,theme,subtheme,year,piece_cnt,minifig_cnt,price_store,price_new,price_used,rating_value,rating_votes
3536-1,Snowboard Big Air Comp,Modern day,Sports,Gravity Games,2003.0,82.0,1.0,15.0,71.0,34.0,3.5,4.0
3537-1,Skateboard Vert Park Challenge,Modern day,Sports,Gravity Games,2003.0,88.0,2.0,20.0,80.0,16.0,2.0,1.0
3538-1,Snowboard Boarder Cross Race,Modern day,Sports,Gravity Games,2003.0,195.0,2.0,30.0,75.0,37.0,4.3,6.0
3540-1,Puck Passer,Modern day,Sports,Hockey,2003.0,44.0,0.0,8.0,10.0,3.0,3.0,3.0
3541-1,Slap Shot,Modern day,Sports,Hockey,2003.0,45.0,0.0,8.0,8.0,2.0,3.3,3.0
3542-1,Flip Shot,Modern day,Sports,Hockey,2003.0,46.0,0.0,8.0,11.0,4.0,3.5,4.0
3543-1,Slammer Goalie,Modern day,Sports,Hockey,2003.0,45.0,0.0,8.0,11.0,3.0,3.3,3.0
3544-1,Game Set,Modern day,Sports,Hockey,2003.0,154.0,0.0,15.0,16.0,14.0,5.0,1.0
3545-1,Puck Feeder,Modern day,Sports,Hockey,2003.0,152.0,0.0,,14.0,15.0,1.0,2.0
3548-1,Slam Dunk Trainer,Modern day,Sports,Basketball,2003.0,19.0,1.0,4.0,11.0,5.0,4.0,3.0
3549-1,Practice Shooting,Modern day,Sports,Basketball,2003.0,17.0,1.0,4.0,17.0,4.0,3.0,1.0
3550-1,Jump and Shoot,Modern day,Sports,Basketball,2003.0,17.0,1.0,4.0,7.0,4.0,3.2,5.0
3557-1,Blue Player and Goal,Modern day,Sports,Hockey,2003.0,33.0,0.0,4.0,2.0,1.0,,
3558-1,Red Player and Goal,Modern day,Sports,Hockey,2003.0,33.0,0.0,4.0,1.0,2.0,,
3559-1,Red and Blue Player,Modern day,Sports,Hockey,2003.0,40.0,0.0,4.0,5.0,2.0,4.5,2.0
3560-1,NBA Collectors # 1,Modern day,Sports,Basketball,2003.0,12.0,3.0,8.0,17.0,9.0,4.3,4.0
3561-1,NBA Collectors # 2,Modern day,Sports,Basketball,2003.0,12.0,3.0,8.0,25.0,15.0,3.3,3.0
3562-1,NBA Collectors # 3,Modern day,Sports,Basketball,2003.0,13.0,3.0,8.0,33.0,30.0,2.5,2.0
3563-1,NBA Collectors # 4,Modern day,Sports,Basketball,2003.0,12.0,3.0,8.0,22.0,12.0,2.3,3.0
3564-1,NBA Collectors # 5,Modern day,Sports,Basketball,2003.0,12.0,3.0,8.0,18.0,14.0,3.0,1.0
3565-1,NBA Collectors # 6,Modern day,Sports,Basketball,2003.0,12.0,3.0,8.0,19.0,19.0,5.0,1.0
3566-1,NBA Collectors # 7,Modern day,Sports,Basketball,2003.0,12.0,3.0,8.0,22.0,30.0,,
3567-1,NBA Collectors # 8,Modern day,Sports,Basketball,2003.0,12.0,3.0,8.0,34.0,,5.0,1.0
3584-1,Rapid Return,Modern day,Sports,Basketball,2003.0,47.0,1.0,8.0,20.0,12.0,4.0,3.0
3585-1,Snowboard Super Pipe,Modern day,Sports,Gravity Games,2003.0,227.0,2.0,50.0,145.0,64.0,3.5,4.0
4014-1,Creator Exclusive,Model making,Creator,,2003.0,500.0,0.0,,28.0,,,
4023-1,Fun and Adventure,Model making,Creator,,2003.0,55.0,1.0,4.0,,1.0,,
4024-1,Advent Calendar,Model making,Creator,Seasonal,2003.0,344.0,0.0,15.0,40.0,20.0,,
4032-1,Holiday Jet (LEGO Air Version),Modern day,World City,Special,2003.0,151.0,3.0,,60.0,50.0,3.5,2.0
4032-2,Holiday Jet (SAS Version),Modern day,World City,Special,2003.0,151.0,3.0,,94.0,54.0,,
4032-3,Holiday Jet (EL AL Version),Modern day,World City,Special,2003.0,151.0,3.0,,56.0,,,
4032-4,Holiday Jet (Iberia Version),Modern day,World City,Special,2003.0,151.0,3.0,,70.0,,,
4032-5,Holiday Jet (JAL Version),Modern day,World City,Special,2003.0,151.0,3.0,,75.0,,,
4032-6,Holiday Jet (Lauda Air Version),Modern day,World City,Special,2003.0,151.0,3.0,,90.0,,,
4032-7,Holiday Jet (ANA Version),Modern day,World City,Special,2003.0,151.0,3.0,,200.0,,,
4032-8,Holiday Jet (SWISS Version),Modern day,World City,Special,2003.0,151.0,3.0,,55.0,54.0,,
4032-9,Holiday Jet (Snowflake Version),Modern day,World City,Special,2003.0,151.0,3.0,,,52.0,,
4032-10,Holiday Jet (Austrian Air Version),Modern day,World City,Special,2003.0,151.0,3.0,,100.0,,,
4032-11,Holiday Jet (KLM Version),Modern day,World City,Special,2003.0,151.0,3.0,,80.0,,,
4032-12,Holiday Jet (Malaysian Air Version),Modern day,World City,Special,2003.0,151.0,3.0,,120.0,,,
4032-13,Holiday Jet (Aeroflot Version),Modern day,World City,Special,2003.0,151.0,3.0,,100.0,47.0,,
4090-1,Motion Madness,Model making,Creator,Inventor Set,2003.0,243.0,0.0,14.99,25.0,19.0,4.5,4.0
4093-1,Wild Wind-Up,Model making,Creator,Inventor Set,2003.0,314.0,0.0,25.0,64.0,34.0,5.0,2.0
4094-1,Motor Movers,Model making,Creator,Inventor Set,2003.0,255.0,0.0,40.0,60.0,33.0,5.0,1.0
4095-1,Record and Play,Model making,Creator,Inventor Set,2003.0,345.0,0.0,50.0,99.0,48.0,4.6,5.0
4096-1,Micro Wheels,Model making,Creator,Designer Set,2003.0,215.0,0.0,10.0,24.0,12.0,5.0,3.0
4097-1,Mini Robots,Model making,Creator,Designer Set,2003.0,229.0,0.0,10.0,25.0,18.0,4.8,5.0
4098-1,High Flyers,Model making,Creator,Designer Set,2003.0,197.0,0.0,10.0,20.0,15.0,5.0,3.0
4099-1,Robobots,Model making,Creator,Designer Set,2003.0,325.0,0.0,20.0,36.0,18.0,4.3,6.0
4100-1,Maximum Wheels,Model making,Creator,Designer Set,2003.0,299.0,0.0,20.0,25.0,13.0,4.8,10.0
4101-1,Wild Collection,Model making,Creator,Designer Set,2003.0,492.0,0.0,30.0,53.0,33.0,5.0,5.0
4401-1,Little Creations,Model making,Creator,Designer Set,2003.0,110.0,0.0,7.0,9.0,4.0,4.0,3.0
4402-1,Sea Riders,Model making,Creator,Designer Set,2003.0,547.0,0.0,40.0,70.0,51.0,4.0,2.0
4403-1,Air Blazers,Model making,Creator,Designer Set,2003.0,702.0,0.0,50.0,90.0,43.0,5.0,5.0
4404-1,Land Busters,Model making,Creator,Designer Set,2003.0,770.0,0.0,60.0,107.0,60.0,4.4,11.0
4475-1,Jabba's Message,Licensed,Star Wars,Episode VI,2003.0,46.0,3.0,7.0,42.0,21.0,4.1,34.0
4476-1,Jabba's Prize,Licensed,Star Wars,Episode VI,2003.0,40.0,3.0,7.0,43.0,23.0,4.1,33.0
4477-1,T-16 Skyhopper ,Licensed,Star Wars,Episode IV,2003.0,98.0,1.0,15.0,34.0,17.0,4.0,17.0
4478-1,Geonosian Fighter,Licensed,Star Wars,Episode II,2003.0,170.0,4.0,20.0,143.0,30.0,4.5,31.0
4479-1,TIE Bomber,Licensed,Star Wars,Episode V,2003.0,230.0,1.0,30.0,127.0,59.0,4.3,24.0
4480-1,Jabba's Palace,Licensed,Star Wars,Episode VI,2003.0,231.0,6.0,30.0,249.0,79.0,3.8,25.0
4481-1,Hailfire Droid,Licensed,Star Wars,Episode II,2003.0,681.0,0.0,50.0,145.0,84.0,4.5,18.0
4482-1,AT-TE,Licensed,Star Wars,Episode II,2003.0,658.0,4.0,70.0,350.0,111.0,4.1,17.0
4483-1,AT-AT,Licensed,Star Wars,Episode V,2003.0,1068.0,4.0,100.0,861.0,176.0,4.6,49.0
4511-1,High Speed Train,Modern day,World City,Trains,2003.0,336.0,3.0,90.0,192.0,123.0,3.7,9.0
4512-1,Cargo Train,Modern day,World City,Trains,2003.0,544.0,3.0,139.99,333.0,170.0,4.9,9.0
4513-1,Grand Central Station,Modern day,World City,Trains,2003.0,344.0,5.0,50.0,119.0,65.0,4.3,8.0
4514-1,Cargo Crane,Modern day,World City,Trains,2003.0,177.0,2.0,20.0,70.0,37.0,4.5,4.0
4719-1,Quality Quidditch Supplies,Licensed,Harry Potter,Chamber of Secrets,2003.0,120.0,1.0,10.0,62.0,29.0,4.5,2.0
4720-1,Knockturn Alley,Licensed,Harry Potter,Chamber of Secrets,2003.0,209.0,2.0,20.0,80.0,39.0,4.7,6.0
4850-1,Spider-Man's first chase,Licensed,Spider-Man,,2003.0,191.0,3.0,20.0,98.0,71.0,4.2,5.0
4851-1,Spider-Man and Green Goblin - The Origins,Licensed,Spider-Man,Spider-Man,2003.0,218.0,6.0,30.0,110.0,63.0,4.6,12.0
4852-1,Spider-Man vs. Green Goblin -- The final showdown,Licensed,Spider-Man,Spider-Man,2003.0,360.0,4.0,50.0,109.0,78.0,4.1,10.0
5016-1,Basketball,Modern day,Sports,Basketball,2003.0,17.0,1.0,,17.0,7.0,4.0,1.0
5017-1,Hockey Headshox,Modern day,Sports,Hockey,2003.0,36.0,0.0,,7.0,,,
5018-1,Snowboard,Modern day,Sports,Gravity Games,2003.0,16.0,1.0,,19.0,16.0,4.0,1.0
7030-1,Squad Car,Modern day,World City,Police and Rescue,2003.0,52.0,1.0,4.0,29.0,11.0,3.8,11.0
7031-1,Helicopter,Modern day,World City,Police and Rescue,2003.0,88.0,1.0,10.0,15.0,9.0,3.9,8.0
7032-1,Police 4WD and Undercover Van,Modern day,World City,Police and Rescue,2003.0,154.0,2.0,15.0,30.0,15.0,4.2,10.0
7033-1,Armoured Car Action,Modern day,World City,Police and Rescue,2003.0,181.0,2.0,20.0,49.0,16.0,4.3,17.0
7034-1,Surveillance Truck,Modern day,World City,Police and Rescue,2003.0,261.0,2.0,30.0,39.0,28.0,4.0,5.0
7035-1,Police HQ,Modern day,World City,Police and Rescue,2003.0,422.0,4.0,50.0,104.0,39.0,4.0,2.0
7212-1,Inflight Sales,Model making,Creator,Designer Set,2003.0,129.0,0.0,10.0,32.0,,,
7409-1,Secret of the Tomb,Historical,Adventurers,Orient Expedition,2003.0,42.0,2.0,4.0,11.0,5.0,4.1,13.0
7410-1,Jungle River,Historical,Adventurers,Orient Expedition,2003.0,64.0,1.0,8.0,19.0,12.0,4.7,7.0
7411-1,Tygurah's Roar,Historical,Adventurers,Orient Expedition,2003.0,87.0,1.0,10.0,22.0,16.0,4.0,10.0
7412-1,Yeti's Hideout,Historical,Adventurers,Orient Expedition,2003.0,107.0,1.0,10.0,22.0,18.0,4.4,15.0
7413-1,Passage of Jun-Chi,Historical,Adventurers,Orient Expedition,2003.0,94.0,1.0,10.0,18.0,12.0,3.9,9.0
7414-1,Elephant Caravan,Historical,Adventurers,Orient Expedition,2003.0,86.0,3.0,20.0,93.0,46.0,4.3,11.0
7415-1,Aero Nomad,Historical,Adventurers,Orient Expedition,2003.0,120.0,2.0,20.0,51.0,28.0,4.4,5.0
7416-1,Emperor's Ship,Historical,Adventurers,Orient Expedition,2003.0,177.0,3.0,20.0,42.0,34.0,4.1,8.0
7417-1,Temple of Mount Everest,Historical,Adventurers,Orient Expedition,2003.0,292.0,4.0,30.0,92.0,48.0,4.2,12.0
7418-1,Scorpion Palace,Historical,Adventurers,Orient Expedition,2003.0,341.0,5.0,50.0,153.0,95.0,4.3,12.0
7418-2,Scorpion Palace and Foam Scimitar,Historical,Adventurers,Orient Expedition,2003.0,342.0,0.0,,168.0,,,
7419-1,Dragon Fortress,Historical,Adventurers,Orient Expedition,2003.0,732.0,9.0,90.0,320.0,154.0,4.6,25.0
7420-1,Thunder Blazer,Historical,Adventurers,Orient Expedition,2003.0,69.0,1.0,8.0,22.0,10.0,4.2,10.0
7422-1,Red Eagle,Historical,Adventurers,Orient Expedition,2003.0,33.0,1.0,4.0,11.0,5.0,3.8,6.0
7424-1,Black Cruiser,Historical,Adventurers,Orient Expedition,2003.0,28.0,1.0,4.0,12.0,6.0,4.0,4.0
7467-1,International Space Station,Modern day,Discovery,,2003.0,162.0,0.0,15.0,65.0,43.0,4.0,5.0
7468-1,Saturn V Moon Mission,Modern day,Discovery,,2003.0,178.0,0.0,20.0,151.0,70.0,4.0,1.0
7469-1,Mission To Mars,Modern day,Discovery,,2003.0,418.0,0.0,30.0,86.0,47.0,4.8,4.0
7470-1,Space Shuttle Discovery-STS-31,Modern day,Discovery,,2003.0,828.0,0.0,50.0,181.0,107.0,4.7,9.0
7471-1,Mars Exploration Rover,Modern day,Discovery,,2003.0,870.0,0.0,90.0,148.0,106.0,4.4,5.0
8350-1,Pro Stunt,Racing,Racers,Drome Racers,2003.0,30.0,0.0,4.0,11.0,4.0,4.8,4.0
8353-1,Slammer Rhino,Racing,Racers,Drome Racers,2003.0,220.0,0.0,20.0,21.0,13.0,5.0,1.0
8354-1,Exo Force Bike,Racing,Racers,Drome Racers,2003.0,101.0,0.0,10.0,16.0,7.0,4.0,2.0
8355-1,H.O.T. Blaster Bike,Racing,Racers,Drome Racers,2003.0,88.0,0.0,10.0,18.0,5.0,4.0,1.0
8356-1,Jungle Monster,Racing,Racers,Drome Racers,2003.0,116.0,1.0,15.0,11.0,14.0,4.5,2.0
8357-1,Zonic Strike,Racing,Racers,Drome Racers,2003.0,107.0,1.0,15.0,,6.0,5.0,1.0
8358-1,Off-Roader,Racing,Racers,Drome Racers,2003.0,26.0,0.0,4.0,16.0,4.0,3.5,2.0
8359-1,Desert Racer,Racing,Racers,Drome Racers,2003.0,27.0,0.0,4.0,5.0,3.0,3.3,3.0
8360-1,Track Racer,Racing,Racers,Drome Racers,2003.0,24.0,0.0,4.0,11.0,3.0,3.5,2.0
8363-1,Baja Desert Racers,Racing,Racers,Drome Racers,2003.0,322.0,0.0,40.0,38.0,39.0,,
8364-1,Multi-Challenge Race Track,Racing,Racers,Drome Racers,2003.0,623.0,0.0,89.99,160.0,88.0,4.0,3.0
8365-1,Tuneable Racer,Racing,Racers,Drome Racers,2003.0,196.0,0.0,70.0,32.0,51.0,,
8366-1,Supersonic RC,Racing,Racers,Drome Racers,2003.0,429.0,0.0,130.0,393.0,238.0,5.0,3.0
8370-1,Nitro Stunt Bike,Racing,Racers,Drome Racers,2003.0,92.0,0.0,10.0,27.0,10.0,4.0,3.0
8371-1,Extreme Power Bike,Racing,Racers,Drome Racers,2003.0,98.0,0.0,10.0,17.0,5.0,4.0,2.0
8374-1,Williams F1 Team Racer,Racing,Racers,Williams F1,2003.0,98.0,1.0,13.0,82.0,28.0,4.2,5.0
8376-1,Hot Flame RC Car,Racing,Racers,Drome Racers,2003.0,257.0,0.0,80.0,150.0,261.0,3.0,1.0
10027-1,Train Engine Shed,Modern day,World City,Trains,2003.0,664.0,2.0,70.0,375.0,315.0,4.8,10.0
10029-1,Lunar Lander,Modern day,Discovery,,2003.0,453.0,2.0,40.0,342.0,236.0,4.3,3.0
10041-1,Main Street,Modern day,Town,Shops and Services,2003.0,616.0,8.0,65.0,246.0,92.0,4.4,10.0
10121-1,NBA Basketball Teams,Modern day,Sports,Basketball,2003.0,20.0,5.0,10.0,68.0,,,
10123-1,Cloud City,Licensed,Star Wars,Episode V,2003.0,698.0,8.0,100.0,1063.0,778.0,4.7,15.0
10124-1,Wright Flyer,Model making,Creator Expert,Aircraft,2003.0,670.0,0.0,60.0,354.0,179.0,3.8,4.0
10127-1,NHL All Teams Set,Modern day,Sports,Hockey,2003.0,59.0,0.0,9.0,10.0,15.0,4.0,1.0
10128-1,Train Level Crossing,Modern day,World City,Trains,2003.0,327.0,2.0,50.0,166.0,98.0,4.0,5.0
10129-1,Rebel Snowspeeder,Licensed,Star Wars,Ultimate Collector Series,2003.0,1457.0,0.0,130.0,923.0,280.0,4.2,5.0
3578-1,NHL Championship Challenge,Modern day,Sports,Hockey,2004.0,374.0,8.0,40.0,205.0,128.0,4.5,4.0
3579-1,NHL Street Hockey,Modern day,Sports,Hockey,2004.0,114.0,2.0,20.0,25.0,21.0,4.8,5.0
4406-1,Buildings,Model making,Creator,,2004.0,506.0,0.0,30.0,76.0,,,
4407-1,Transportation,Model making,Creator,,2004.0,301.0,0.0,20.0,56.0,16.0,4.0,2.0
4408-1,Animals,Model making,Creator,,2004.0,202.0,0.0,10.0,28.0,14.0,,
4410-1,Build and Create,Model making,Creator,,2004.0,500.0,0.0,,32.0,,,
4500-1,Rebel Snowspeeder,Licensed,Star Wars,Episode V,2004.0,214.0,3.0,20.0,68.0,31.0,4.4,46.0
4501-1,Mos Eisley Cantina,Licensed,Star Wars,Episode IV,2004.0,193.0,5.0,30.0,270.0,68.0,4.2,36.0
4502-1,X-wing Fighter,Licensed,Star Wars,Episode V,2004.0,563.0,3.0,50.0,246.0,113.0,4.7,44.0
4504-1,Millennium Falcon,Licensed,Star Wars,Episode V,2004.0,985.0,5.0,100.0,475.0,112.0,4.8,48.0
4505-1,Sea Machines,Model making,Creator,Designer Set,2004.0,168.0,0.0,7.0,5.0,6.0,4.3,3.0
4506-1,Deep Sea Predators,Model making,Creator,Designer Set,2004.0,352.0,0.0,20.0,90.0,40.0,3.8,6.0
4507-1,Prehistoric Creatures,Model making,Creator,Designer Set,2004.0,726.0,0.0,30.0,121.0,40.0,4.7,34.0
4508-1,Titan XP,Model making,Creator,Designer Set,2004.0,784.0,0.0,50.0,140.0,73.0,4.8,19.0
4518-1,Creator Value Pack,Model making,Creator,,2004.0,800.0,0.0,,92.0,,5.0,1.0
4562-1,Creator Box,Model making,Creator,,2004.0,400.0,0.0,6.0,28.0,,,
4742-1,Chill Speeder,Action/Adventure,Alpha Team,Mission Deep Freeze,2004.0,58.0,1.0,4.0,17.0,5.0,4.4,13.0
4743-1,Ice Blade,Action/Adventure,Alpha Team,Mission Deep Freeze,2004.0,108.0,1.0,10.0,20.0,8.0,4.4,25.0
4744-1,Tundra Tracker,Action/Adventure,Alpha Team,Mission Deep Freeze,2004.0,141.0,2.0,20.0,40.0,15.0,4.6,8.0
4745-1,Blue Eagle vs. Snow Crawler,Action/Adventure,Alpha Team,Mission Deep Freeze,2004.0,258.0,2.0,30.0,25.0,24.0,4.6,8.0
4746-1,Mobile Command Center,Action/Adventure,Alpha Team,Mission Deep Freeze,2004.0,426.0,5.0,50.0,69.0,37.0,4.5,8.0
4748-1,Ogel's Mountain Fortress,Action/Adventure,Alpha Team,Mission Deep Freeze,2004.0,436.0,5.0,70.0,98.0,84.0,4.6,7.0
4750-1,Draco's Encounter with Buckbeak,Licensed,Harry Potter,Prisoner of Azkaban,2004.0,36.0,1.0,8.0,46.0,28.0,4.1,8.0
4751-1,Harry and the Marauder's Map,Licensed,Harry Potter,Prisoner of Azkaban,2004.0,109.0,3.0,10.0,46.0,39.0,4.5,4.0
4752-1,Professor Lupin's Classroom,Licensed,Harry Potter,Prisoner of Azkaban,2004.0,156.0,3.0,20.0,73.0,54.0,4.3,6.0
4753-1,Sirius Black's Escape,Licensed,Harry Potter,Prisoner of Azkaban,2004.0,188.0,3.0,20.0,55.0,70.0,4.6,14.0
4754-1,Hagrid's Hut,Licensed,Harry Potter,Prisoner of Azkaban,2004.0,302.0,2.0,30.0,120.0,64.0,4.3,3.0
4755-1,Knight Bus,Licensed,Harry Potter,Prisoner of Azkaban,2004.0,243.0,2.0,30.0,102.0,70.0,4.8,9.0
4756-1,Shrieking Shack,Licensed,Harry Potter,Prisoner of Azkaban,2004.0,444.0,4.0,50.0,431.0,162.0,4.2,9.0
4757-1,Hogwarts Castle,Licensed,Harry Potter,Prisoner of Azkaban,2004.0,944.0,9.0,90.0,813.0,201.0,4.6,10.0
4758-1,Hogwarts Express,Licensed,Harry Potter,Prisoner of Azkaban,2004.0,389.0,4.0,40.0,124.0,99.0,4.3,4.0
4853-1,Spider-Man's Street Chase,Licensed,Spider-Man,,2004.0,73.0,3.0,10.0,41.0,20.0,4.0,6.0
4854-1,Doc Ock's Bank Robbery,Licensed,Spider-Man,Spider-Man 2,2004.0,174.0,5.0,20.0,69.0,44.0,4.2,5.0
4855-1,Spider-Man's Train Rescue,Licensed,Spider-Man,Spider-Man 2,2004.0,299.0,4.0,30.0,89.0,75.0,4.5,10.0
4856-1,Doc Ock's Hideout,Licensed,Spider-Man,Spider-Man 2,2004.0,486.0,5.0,50.0,106.0,59.0,4.1,9.0
4857-1,Doc Ock's Fusion Lab,Licensed,Spider-Man,Spider-Man 2,2004.0,237.0,4.0,20.0,77.0,58.0,4.0,8.0
4886-1,Building Bonanza,Model making,Creator,Designer Set,2004.0,667.0,0.0,40.0,99.0,54.0,4.8,13.0
4924-1,Advent Calendar,Model making,Creator,Seasonal,2004.0,335.0,0.0,15.0,22.0,10.0,4.7,3.0
7042-1,Dune Patrol,Modern day,World City,Police and Rescue,2004.0,36.0,1.0,4.0,8.0,3.0,3.5,11.0
7043-1,Firefighter,Modern day,World City,Police and Rescue,2004.0,68.0,1.0,8.0,11.0,7.0,4.1,8.0
7044-1,Rescue Chopper,Modern day,World City,Police and Rescue,2004.0,205.0,2.0,20.0,53.0,10.0,4.5,10.0
7045-1,Hovercraft Hideout,Modern day,World City,Police and Rescue,2004.0,274.0,2.0,30.0,43.0,19.0,4.3,7.0
7046-1,Fire Command Craft,Modern day,World City,Police and Rescue,2004.0,269.0,3.0,30.0,45.0,28.0,4.3,6.0
7047-1,Coast Watch HQ,Modern day,World City,Police and Rescue,2004.0,367.0,4.0,50.0,83.0,57.0,4.5,6.0
7214-1,Airline Promotional Set,Modern day,World City,Special,2004.0,125.0,1.0,12.0,38.0,31.0,5.0,1.0
7262-1,TIE Fighter and Y-Wing,Licensed,Star Wars,Episode IV,2004.0,412.0,3.0,50.0,148.0,62.0,4.0,7.0
7910-1,Robot,Model making,Creator,Designer Set,2004.0,29.0,0.0,,11.0,5.0,5.0,1.0
7911-1,Tugboat,Model making,Creator,Designer Set,2004.0,34.0,0.0,,5.0,5.0,,
7912-1,Helicopter,Model making,Creator,Designer Set,2004.0,26.0,0.0,,6.0,,,
8362-1,Ferrari F1 Racer,Racing,Racers,Ferrari,2004.0,113.0,1.0,15.0,47.0,10.0,4.2,5.0
8369-1,Dirt Crusher RC,Racing,Racers,Outdoor RC,2004.0,88.0,0.0,140.0,207.0,155.0,4.7,15.0
8375-1,Ferrari F1 Pit Set,Racing,Racers,Ferrari,2004.0,242.0,7.0,30.0,85.0,27.0,4.4,7.0
8378-1,Red Beast RC,Racing,Racers,Drome Racers,2004.0,65.0,0.0,40.0,,56.0,4.0,3.0
8380-1,Red Maniac,Racing,Racers,Drome Racers,2004.0,83.0,0.0,10.0,8.0,4.0,5.0,1.0
8381-1,Exo Raider,Racing,Racers,Drome Racers,2004.0,94.0,0.0,10.0,9.0,1.0,5.0,2.0
8382-1,Hot Buster,Racing,Racers,Drome Racers,2004.0,67.0,0.0,10.0,20.0,1.0,4.5,2.0
8383-1,Nitro Terminator,Racing,Racers,Drome Racers,2004.0,70.0,0.0,10.0,12.0,5.0,4.0,1.0
8384-1,Jungle Crasher,Racing,Racers,Drome Racers,2004.0,76.0,0.0,10.0,13.0,8.0,4.0,1.0
8385-1,Exo Stealth,Racing,Racers,Drome Racers,2004.0,81.0,0.0,10.0,10.0,6.0,4.5,2.0
8386-1,Ferrari F1 Racer 1:10,Racing,Racers,Ferrari,2004.0,738.0,0.0,70.0,213.0,57.0,4.4,11.0
8389-1,M. Schumacher and R. Barrichello,Racing,Racers,Ferrari,2004.0,34.0,2.0,7.0,40.0,18.0,4.3,4.0
8777-1,Vladek Encounter,Historical,Castle,Knights' Kingdom II,2004.0,42.0,2.0,9.0,20.0,12.0,4.4,16.0
8778-1,Border Ambush,Historical,Castle,Knights' Kingdom II,2004.0,177.0,2.0,20.0,32.0,16.0,3.8,14.0
8779-1,The Grand Tournament,Historical,Castle,Knights' Kingdom II,2004.0,312.0,3.0,30.0,34.0,16.0,4.4,5.0
8780-1,Citadel of Orlan,Historical,Castle,Knights' Kingdom II,2004.0,442.0,4.0,50.0,75.0,52.0,3.8,10.0
8781-1,The Castle of Morcia,Historical,Castle,Knights' Kingdom II,2004.0,637.0,8.0,90.0,182.0,91.0,3.4,42.0
8799-1,Knights' Castle Wall,Historical,Castle,Knights' Kingdom II,2004.0,178.0,3.0,20.0,40.0,21.0,4.3,7.0
8800-1,Vladek's Siege Engine,Historical,Castle,Knights' Kingdom II,2004.0,192.0,2.0,20.0,40.0,11.0,4.8,10.0
10131-1,TIE Fighter Collection,Licensed,Star Wars,Legends,2004.0,682.0,4.0,70.0,254.0,126.0,4.4,9.0
10132-1,Motorised Hogwarts Express,Licensed,Harry Potter,Prisoner of Azkaban,2004.0,708.0,4.0,120.0,695.0,380.0,4.7,12.0
10134-1,Y-wing Attack Starfighter,Licensed,Star Wars,Ultimate Collector Series,2004.0,1473.0,1.0,120.0,417.0,240.0,4.8,11.0
10151-1,Hot Rod,Model making,Model Team,,2004.0,421.0,0.0,40.0,192.0,80.0,4.3,3.0
10152-1,Maersk Sealand Container Ship,Model making,Creator Expert,Maersk,2004.0,988.0,0.0,75.0,200.0,187.0,4.3,3.0
10156-1,LEGO Truck,Modern day,Town,Special,2004.0,105.0,1.0,15.0,42.0,22.0,4.4,9.0
10157-1,High Speed Train Locomotive,Modern day,World City,Trains,2004.0,143.0,2.0,25.0,141.0,73.0,4.0,4.0
10158-1,High Speed Train Car,Modern day,World City,Trains,2004.0,161.0,2.0,25.0,187.0,73.0,3.7,3.0
10159-1,City Airport,Modern day,Town,Flight,2004.0,928.0,12.0,90.0,252.0,145.0,5.0,11.0
10167-1,LEGO BrickMaster Welcome Kit,Model making,Creator,,2004.0,180.0,0.0,,23.0,,3.0,2.0
4421-1,Big LEGO Box 1000,Model making,Creator,,2005.0,1000.0,0.0,,,,4.0,2.0
4423-1,Handy Box,Model making,Creator,,2005.0,800.0,0.0,15.0,17.0,,4.0,1.0
4762-1,Rescue from the Merpeople,Licensed,Harry Potter,Goblet of Fire,2005.0,175.0,5.0,20.0,168.0,85.0,4.2,5.0
4766-1,Graveyard Duel,Licensed,Harry Potter,Goblet of Fire,2005.0,548.0,8.0,30.0,730.0,161.0,4.8,4.0
4767-1,Harry and the Hungarian Horntail,Licensed,Harry Potter,Goblet of Fire,2005.0,265.0,3.0,30.0,301.0,157.0,4.0,3.0
4768-1,The Durmstrang Ship,Licensed,Harry Potter,Goblet of Fire,2005.0,550.0,2.0,49.99,202.0,136.0,4.0,6.0
4768-2,The Durmstrang Ship with Bonus Minifigures,Licensed,Harry Potter,Goblet of Fire,2005.0,566.0,6.0,,215.0,180.0,,
4770-1,Blizzard Blaster,Action/Adventure,Alpha Team,Mission Deep Freeze,2005.0,303.0,2.0,30.0,50.0,31.0,4.2,13.0
4774-1,Scorpion Orb Launcher,Action/Adventure,Alpha Team,Mission Deep Freeze,2005.0,227.0,2.0,20.0,77.0,26.0,4.8,9.0
4778-1,Airline Promotional Set,Modern day,City,Airport,2005.0,108.0,1.0,,60.0,28.0,4.0,1.0
4780-1,Bulk Set - 500 bricks,Model making,Creator,,2005.0,500.0,0.0,,,,4.0,2.0
4781-1,Bulk Set - 300 bricks,Model making,Creator,,2005.0,300.0,0.0,,21.0,,,
4782-1,Bulk Set - 200 bricks,Model making,Creator,,2005.0,200.0,0.0,3.0,,,3.5,2.0
4881-1,Robo Platoon,Model making,Creator,Designer Set,2005.0,218.0,0.0,10.0,20.0,11.0,4.3,6.0
4882-1,Speed Wings,Model making,Creator,Designer Set,2005.0,161.0,0.0,10.0,30.0,14.0,3.0,1.0
4883-1,Gear Grinders,Model making,Creator,Designer Set,2005.0,273.0,0.0,20.0,30.0,16.0,5.0,2.0
4884-1,Wild Hunters,Model making,Creator,Designer Set,2005.0,630.0,0.0,30.0,81.0,73.0,4.5,4.0
4888-1,Underwater Exploration,Model making,Creator,Designer Set,2005.0,623.0,0.0,40.0,160.0,80.0,4.6,5.0
