set_no,name,url,theme_group,theme,subtheme,year,piece_cnt,minifig_cnt,inventory_url,minifig_url,price_store,price_new,price_used,rating_value,rating_votes,tags,set_type,packaging,inventory_id,number_parts,total_parts,1st_color,2nd_color
3014-1,Ice Planet Scooter,/sets/3014-1/Ice-Planet-Scooter,Action/Adventure,Space,Ice Planet 2002,1998.0,19.0,1.0,/inventories/3014-1,/minifigs/inset-3014-1,,18.0,11.0,5.0,1.0,"Kabaya, Spaceship",Normal,Box,7731,17,19,White,Black
3015-1,Space Police Car,/sets/3015-1/Space-Police-Car,Action/Adventure,Space,Space Police 2,1998.0,23.0,1.0,/inventories/3015-1,/minifigs/inset-3015-1,,18.0,10.0,4.0,2.0,"Kabaya, Police, Polybag, Spaceship",Normal,Polybag,1736,18,23,Black,Light Gray
3016-1,Master and Heavy Gun,/sets/3016-1/Master-and-Heavy-Gun,Historical,Castle,Ninja,1998.0,24.0,1.0,/inventories/3016-1,/minifigs/inset-3016-1,,,,5.0,1.0,"Cart, Catapult, Kabaya, Polybag",Normal,Polybag,13478,17,24,Black,Light Gray
3017-1,Ninpo Water Spider,/sets/3017-1/Ninpo-Water-Spider,Historical,Castle,Ninja,1998.0,25.0,1.0,/inventories/3017-1,/minifigs/inset-3017-1,2.0,10.0,9.0,5.0,1.0,"Kabaya, Polybag, Raft",Normal,Polybag,3160,17,25,Red,Black
3018-1,LEGO Shogun Go!,/sets/3018-1/LEGO-Shogun-Go!,Historical,Castle,Ninja,1998.0,25.0,1.0,/inventories/3018-1,/minifigs/inset-3018-1,,,,5.0,2.0,"Cart, Kabaya, Polybag",Normal,Polybag,6030,20,26,Black,Blue
3019-1,Ninpo Big Bat,/sets/3019-1/Ninpo-Big-Bat,Historical,Castle,Ninja,1998.0,23.0,1.0,/inventories/3019-1,/minifigs/inset-3019-1,2.0,8.0,3.0,4.0,2.0,"Glider, Kabaya, Polybag",Normal,Polybag,11616,12,23,Black,Blue
3020-1,Jones' Raft,/sets/3020-1/Jones-Raft,Historical,Adventurers,Desert,1998.0,18.0,1.0,/inventories/3020-1,/minifigs/inset-3020-1,,16.0,,,,"Johnny Thunder, Egypt, Kabaya, Polybag, Raft, Scorpions",Normal,Polybag,14383,16,20,Black,Tan
3021-1,King Farao Third,/sets/3021-1/King-Farao-Third,Historical,Adventurers,Desert,1998.0,17.0,1.0,/inventories/3021-1,/minifigs/inset-3021-1,,16.0,7.0,,,"Pharaoh Hotep, Carriage, Egypt, Kabaya",Normal,Box,10002,15,17,Black,Tan
3022-1,Harry Caine's Airplane,/sets/3022-1/Harry-Caine-s-Airplane,Historical,Adventurers,Desert,1998.0,23.0,1.0,/inventories/3022-1,/minifigs/inset-3022-1,,16.0,,5.0,1.0,"Harry Cane, Aircraft, Egypt, Kabaya, Microlight, Propeller Aircraft",Normal,Box,14329,20,24,Black,Light Gray
3023-1,Sly Boot's Car,/sets/3023-1/Sly-Boot-s-Car,Historical,Adventurers,Desert,1998.0,24.0,1.0,/inventories/3023-1,/minifigs/inset-3023-1,,16.0,10.0,4.0,1.0,"Lord Sam Sinister, Car, Egypt, Kabaya, Polybag",Normal,Polybag,11944,15,24,Black,Light Gray
3038-1,Super Challenge,/sets/3038-1/Super-Challenge,Technical,Technic,Competition,1998.0,366.0,2.0,/inventories/3038-1,/minifigs/inset-3038-1,70.0,,,,,"9V, Aircraft, Ejector Seat, Electric, Electric Motor, Mech, Multibuild, Punching Arm, Slammer, Spider, Technic Figs",Normal,Box,4366,86,375,Black,Light Gray
3054-1,Motorcycle,/sets/3054-1/Motorcycle,Technical,Technic,,1998.0,30.0,0.0,,,,7.0,6.0,3.0,1.0,"Microscale, Motorcycle",Normal,Box,1722,13,30,Black,Light Gray
3055-1,Adventurers Car,/sets/3055-1/Adventurers-Car,Historical,Adventurers,Desert,1998.0,21.0,1.0,/inventories/3055-1,/minifigs/inset-3055-1,,13.0,5.0,4.3,3.0,"Johnny Thunder, Car, Egypt",Normal,Box,27,14,21,Black,Light Gray
3056-1,Go-Kart,/sets/3056-1/Go-Kart,Modern day,Town,Racing,1998.0,23.0,1.0,/inventories/3056-1,/minifigs/inset-3056-1,,7.0,3.0,4.0,3.0,"Go Kart, Juniorised, Octan, Racing, Racing Car",Normal,Box,16060,15,23,Black,White
3225-1,Classic Train,/sets/3225-1/Classic-Train,Modern day,Trains,9V,1998.0,281.0,3.0,/inventories/3225-1,/minifigs/inset-3225-1,66.0,257.0,170.0,3.7,3.0,"9V, Cart, Electric, Electric Motor, Freight Train, Freight Wagon, Mail, Passenger Coach, Passenger Train, Post, Steam Locomotive",Normal,Box,646,102,286,Black,Red
3302-1,Field Bases,/sets/3302-1/Field-Bases,Modern day,Town,Football,1998.0,2.0,0.0,,,,35.0,21.0,4.0,4.0,"Baseplate, Sports",Normal,Other,9541,1,2,Green,Green
3303-1,Goals and Linesmen,/sets/3303-1/Goals-and-Linesmen,Modern day,Town,Football,1998.0,63.0,3.0,/inventories/3303-1,/minifigs/inset-3303-1,,25.0,16.0,4.0,1.0,"Shell, Sports",Normal,Box,8953,20,53,White,Black
3306-1,Goalkeepers,/sets/3306-1/Goalkeepers,Modern day,Town,Football,1998.0,8.0,2.0,/inventories/3306-1,/minifigs/inset-3306-1,,6.0,3.0,,,"Polybag, Shell",Normal,Polybag,1786,6,8,Yellow,Black
3308-1,Side Stand,/sets/3308-1/Side-Stand,Modern day,Town,Football,1998.0,84.0,3.0,/inventories/3308-1,/minifigs/inset-3308-1,,48.0,35.0,4.0,1.0,"Baseplate, Camera, Shell, Sports",Normal,Box,8486,42,85,Blue,White
3309-1,Head Stand,/sets/3309-1/Head-Stand,Modern day,Town,Football,1998.0,96.0,3.0,/inventories/3309-1,/minifigs/inset-3309-1,,35.0,51.0,4.0,2.0,"Baseplate, Shell",Normal,Box,11445,43,96,White,Blue
3310-1,Press Box,/sets/3310-1/Press-Box,Modern day,Town,Football,1998.0,93.0,2.0,/inventories/3310-1,/minifigs/inset-3310-1,,43.0,22.0,3.0,1.0,"Baseplate, Shell",Normal,Box,14915,50,98,White,Light Gray
3311-1,Television Tower,/sets/3311-1/Television-Tower,Modern day,Town,Football,1998.0,99.0,2.0,/inventories/3311-1,/minifigs/inset-3311-1,,39.0,12.0,,,"Camera, Shell, Sports",Normal,Box,12628,42,100,White,Light Gray
3312-1,Paramedic Unit,/sets/3312-1/Paramedic-Unit,Modern day,Town,Football,1998.0,78.0,2.0,/inventories/3312-1,/minifigs/inset-3312-1,,40.0,17.0,,,"Ambulance, Baseplate, Shell, Sports, X Ray",Normal,Box,10878,45,79,White,Blue
3313-1,Lighting Towers,/sets/3313-1/Lighting-Towers,Modern day,Town,Football,1998.0,96.0,1.0,/inventories/3313-1,/minifigs/inset-3313-1,,48.0,25.0,4.0,2.0,Shell,Normal,Box,10948,35,102,Black,White
3314-1,Police Unit,/sets/3314-1/Police-Unit,Modern day,Town,Football,1998.0,143.0,4.0,/inventories/3314-1,/minifigs/inset-3314-1,,44.0,26.0,3.5,2.0,"Police, Prisoner Transport, Shell, Van",Normal,Box,2872,60,144,White,Blue
3442-1,LEGOLAND California Truck,/sets/3442-1/LEGOLAND-California-Truck,Modern day,Town,Vehicles,1998.0,106.0,1.0,,/minifigs/inset-3442-1,10.0,75.0,25.0,4.7,3.0,"Legoland, Truck, USA",Normal,Box,3501,53,106,Black,Red
3501-1,Jet-Car,/sets/3501-1/Jet-Car,Technical,Znap,,1998.0,26.0,0.0,/inventories/3501-1,,,12.0,2.0,3.5,2.0,,Normal,,1826,8,26,Light Gray,Yellow
3502-1,Bi-Wing,/sets/3502-1/Bi-Wing,Technical,Znap,,1998.0,24.0,0.0,,,,3.0,3.0,3.0,1.0,,Normal,,11011,10,24,Green,Light Gray
3503-1,Mini-Sonic,/sets/3503-1/Mini-Sonic,Technical,Znap,,1998.0,22.0,0.0,,,,,,,,,Normal,,8190,10,22,Purple,Red
3504-1,Hook-Truck,/sets/3504-1/Hook-Truck,Technical,Znap,,1998.0,30.0,0.0,/inventories/3504-1,,,8.0,4.0,3.0,1.0,Truck,Normal,,6622,10,30,Purple,Yellow
3510-1,Promotional Set,/sets/3510-1/Promotional-Set,Technical,Znap,,1998.0,25.0,0.0,/inventories/3510-1,,1.0,5.0,1.0,2.0,2.0,"Aircraft, Car, Converts, Polybag",Normal,Polybag,14343,8,25,Light Gray,Red
3531-1,Tri-Bike,/sets/3531-1/Tri-Bike,Technical,Znap,,1998.0,29.0,0.0,/inventories/3531-1,,,,6.0,,,"Aircraft, Bird, Boat, Converts, Fish, Jet Aircraft, Multibuild, Robot, Submarine",Normal,,16348,13,29,Purple,Black
3532-1,Jet-Ski,/sets/3532-1/Jet-Ski,Technical,Znap,,1998.0,25.0,0.0,,,,8.0,3.0,,,"Aircraft, Airplane, Boat, Converts, Jetski, Multibuild, Powerboat, Rocket",Normal,,15761,10,27,Yellow,Purple
3551-1,Dino-Jet,/sets/3551-1/Dino-Jet,Technical,Znap,,1998.0,80.0,0.0,/inventories/3551-1,,10.0,,,,,"Aircraft, Airplane, Articulated Lorry, Biplane, Bird, Converts, Helicopter, Jet Aircraft, Mech, Multibuild, Propeller Aircraft, Submarine, Trailer, Transport Vehicle, Truck",Normal,,12913,22,80,Black,Purple
3552-1,Hover Sub,/sets/3552-1/Hover-Sub,Technical,Znap,,1998.0,126.0,0.0,/inventories/3552-1,,20.0,30.0,11.0,2.0,1.0,"9V, Aircraft, Bird, Converts, Duck, Electric, Electric Motor, Fish, Helicopter, Multibuild, Propeller Aircraft, Windmill",Normal,,14081,33,126,Black,Purple
3571-1,Blackmobile,/sets/3571-1/Blackmobile,Technical,Znap,,1998.0,142.0,0.0,/inventories/3571-1,,20.0,,42.0,4.0,1.0,"9V, Airplane, Bird, Car, Converts, Dragster, Electric, Electric Motor, Giraffe, Helicopter, Hovercraft, Lawnmower, Motorcycle, Multibuild, Scorpions, Submarine",Normal,,7231,27,143,Black,Light Gray
3581-1,Red Formula 1 with Storage,/sets/3581-1/Red-Formula-1-with-Storage,Technical,Znap,,1998.0,171.0,0.0,/inventories/3581-1,,20.0,27.0,,4.0,1.0,"Aircraft, Car, Construction, Converts, Dinosaur, Dump Truck, Galleon, Multibuild, Musical, Propeller Aircraft, Racing Car, Rocket, Ship, Spaceship, Squid, Stegosaurus, Windmill",Normal,,7009,22,172,Black,Red
3591-1,Rota-Beast,/sets/3591-1/Rota-Beast,Technical,Znap,,1998.0,265.0,0.0,/inventories/3591-1,,30.0,45.0,,,,"9V, Airplane, Boat, Car, Cargo Ship, Converts, Dinosaur, Electric, Electric Motor, Fish, Helicopter, Mech, Motorcyle, Multibuild, Propeller Aircraft, Tractor, Transport Vehicle, Truck",Normal,,8517,43,265,Black,Purple
3722-1,Treasure Tomb,/sets/3722-1/Treasure-Tomb,Historical,Adventurers,Desert,1998.0,164.0,0.0,/inventories/3722-1,,20.0,120.0,70.0,5.0,1.0,"Camera, Car, Egypt, Parrot, Scorpions, Snake, Temple",Normal,Box,12792,95,165,Tan,Black
4304-1,Chopper Cop,/sets/4304-1/Chopper-Cop,Modern day,Town,Special,1998.0,17.0,1.0,/inventories/4304-1,/minifigs/inset-4304-1,,,,,,"Juniorised, Motor Trike, Motorcycle, Police",Normal,Box,14000,22,25,Black,White
4305-1,Cyborg Scout,/sets/4305-1/Cyborg-Scout,Action/Adventure,Space,UFO,1998.0,36.0,1.0,/inventories/4305-1,/minifigs/inset-4305-1,,,,,,"Ground Vehicle, Unreleased",Normal,Box,12335,26,36,Light Gray,Black
5542-1,Black Thunder,/sets/5542-1/Black-Thunder,Model making,Model Team,,1998.0,483.0,0.0,/inventories/5542-1,,40.0,150.0,66.0,5.0,2.0,"Aircraft, Helicopter, Multibuild, Propeller Aircraft, Snowmobile",Normal,Box,3948,174,493,Black,Light Gray
5600-1,Radio Control Racer,/sets/5600-1/Radio-Control-Racer,Racing,Racers,,1998.0,298.0,1.0,/inventories/5600-1,/minifigs/inset-5600-1,80.0,95.0,32.0,4.7,3.0,"Electric, Electric Motor, Multibuild, Racing Car, Remote Control, Stunt Ramp",Normal,Box,10240,129,297,Black,Yellow
5841-1,Beach Fun,/sets/5841-1/Beach-Fun,Girls,Belville,,1998.0,41.0,1.0,,/minifigs/inset-5841-1,,22.0,13.0,,,"Beach, Boat, Crab, Dinghy, Dog, Floats On Water, Frozen Treats, Oyster, Rowing Boat, Sand Castle",Normal,,4929,36,45,White,Yellow
5844-1,Dolphin Windsurfer,/sets/5844-1/Dolphin-Windsurfer,Girls,Belville,,1998.0,16.0,1.0,/inventories/5844-1,/minifigs/inset-5844-1,5.0,20.0,14.0,3.0,1.0,"Beach, Dolphin, Oyster, Sand Castle, Surfing",Normal,,13125,16,17,White,Yellow
5845-1,Dolphin Show,/sets/5845-1/Dolphin-Show,Girls,Belville,,1998.0,50.0,1.0,/inventories/5845-1,/minifigs/inset-5845-1,11.0,53.0,17.0,3.0,1.0,"Beach, Crab, Dolphin, Jetski, Oyster",Normal,,5416,39,51,Yellow,White
5846-1,Desert Island,/sets/5846-1/Desert-Island,Girls,Belville,,1998.0,87.0,2.0,/inventories/5846-1,/minifigs/inset-5846-1,,75.0,23.0,,,"Beach, Boat, Crab, Island, Oyster, Parrot, Rowing Boat, Tent",Normal,,14940,58,95,Brown,White
5847-1,Surfers' Paradise,/sets/5847-1/Surfers-Paradise,Girls,Belville,,1998.0,130.0,3.0,/inventories/5847-1,/minifigs/inset-5847-1,,,,,,"Beach, Camera, Cat, Frozen Treats, Oyster, Shop, Slide, Surfing",Normal,,12317,85,135,White,Dark Pink
5848-1,The Belville Luxury Cruiser,/sets/5848-1/The-Belville-Luxury-Cruiser,Girls,Belville,,1998.0,223.0,3.0,/inventories/5848-1,/minifigs/inset-5848-1,44.0,149.0,45.0,4.0,1.0,"Bedroom, Boat, Camera, Crab, Dog, Furnace, Kitchen, Motor Yacht, Rowing Boat",Normal,,8120,111,228,White,Dark Pink
5909-1,Treasure Raiders,/sets/5909-1/Treasure-Raiders,Historical,Adventurers,Desert,1998.0,197.0,5.0,/inventories/5909-1,/minifigs/inset-5909-1,3.75,200.0,55.0,4.0,3.0,"Baron Von Barron, Dr Charles Lightning, Harry Cane, Lord Sam Sinister, Aircraft, Biplane, Camera, Car, Egypt, Propeller Aircraft, Scorpions",Normal,Box,9734,113,199,Black,Light Gray
5918-1,Scorpion Tracker,/sets/5918-1/Scorpion-Tracker,Historical,Adventurers,Desert,1998.0,35.0,1.0,/inventories/5918-1,/minifigs/inset-5918-1,4.0,37.0,8.0,4.6,20.0,"Johnny Thunder, Car, Egypt, Scorpions",Normal,Box,11461,27,35,Black,Tan
5919-1,The Valley of the Kings,/sets/5919-1/The-Valley-of-the-Kings,Historical,Adventurers,Desert,1998.0,164.0,3.0,/inventories/5919-1,/minifigs/inset-5919-1,20.0,104.0,56.0,4.0,4.0,"Baron Von Barron, Johnny Thunder, Camera, Car, Egypt, Parrot, Scorpions, Snake, Temple",Normal,Box,6597,99,169,Tan,Black
5928-1,Bi-Wing Baron,/sets/5928-1/Bi-Wing-Baron,Historical,Adventurers,Desert,1998.0,70.0,1.0,/inventories/5928-1,/minifigs/inset-5928-1,6.0,30.0,9.0,4.5,18.0,"Baron Von Barron, Aircraft, Biplane, Egypt, Propeller Aircraft",Normal,Box,16311,43,73,Black,Dark Gray
5938-1,Oasis Ambush,/sets/5938-1/Oasis-Ambush,Historical,Adventurers,Desert,1998.0,77.0,3.0,/inventories/5938-1,/minifigs/inset-5938-1,8.0,68.0,16.0,4.7,19.0,"Johnny Thunder, Lord Sam Sinister, Egypt, Scorpions, Statue",Normal,Box,5995,56,83,Black,Tan
5948-1,Desert Expedition,/sets/5948-1/Desert-Expedition,Historical,Adventurers,Desert,1998.0,196.0,5.0,/inventories/5948-1,/minifigs/inset-5948-1,20.0,,49.0,4.7,3.0,"Baron Von Barron, Dr Charles Lightning, Harry Cane, Lord Sam Sinister, Aircraft, Biplane, Camera, Car, Egypt, Propeller Aircraft, Scorpions",Normal,Box,12752,113,199,Black,Light Gray
5958-1,Mummy's Tomb,/sets/5958-1/Mummy-s-Tomb,Historical,Adventurers,Desert,1998.0,260.0,4.0,/inventories/5958-1,/minifigs/inset-5958-1,30.0,100.0,41.0,4.4,9.0,"Dr Charles Lightning, Johnny Thunder, Lord Sam Sinister, Pharaoh Hotep, Baseplate, Car, Egypt, Temple",Normal,Box,14301,125,262,Light Gray,Black
5978-1,Sphinx Secret Surprise,/sets/5978-1/Sphinx-Secret-Surprise,Historical,Adventurers,Desert,1998.0,347.0,7.0,/inventories/5978-1,/minifigs/inset-5978-1,50.0,170.0,79.0,4.8,12.0,"Baron Von Barron, Dr Charles Lightning, Johnny Thunder, Lord Sam Sinister, Miss Gail Storm, Pharaoh Hotep, Baseplate, Camping, Car, Egypt, Snake, Statue, Temple, Tent",Normal,Box,2129,196,353,Light Gray,Black
5988-1,The Temple of Anubis,/sets/5988-1/The-Temple-of-Anubis,Historical,Adventurers,Desert,1998.0,711.0,10.0,/inventories/5988-1,/minifigs/inset-5988-1,80.0,475.0,152.0,4.9,10.0,"Baron Von Barron, Dr Charles Lightning, Harry Cane, Johnny Thunder, Lord Sam Sinister, Miss Gail Storm, Pharaoh Hotep, Aircraft, Baseplate, Egypt, Hot Air Balloon, Parrot, Scorpions, Temple, Truck",Normal,Box,1321,264,733,Light Gray,Black
6028-1,Treasure Cart,/sets/6028-1/Treasure-Cart,Historical,Castle,Fright Knights,1998.0,22.0,1.0,/inventories/6028-1,/minifigs/inset-6028-1,,50.0,12.0,3.7,3.0,"Bat, Cart",Normal,Box,2484,21,25,Brown,Red
6029-1,Treasure Guard,/sets/6029-1/Treasure-Guard,Historical,Castle,Fright Knights,1998.0,22.0,1.0,,/minifigs/inset-6029-1,2.0,30.0,18.0,3.0,2.0,"Bat, Cart, Polybag",Normal,Polybag,13532,21,25,Brown,Red
6031-1,Fright Force,/sets/6031-1/Fright-Force,Historical,Castle,Fright Knights,1998.0,30.0,4.0,/inventories/6031-1,/minifigs/inset-6031-1,6.0,41.0,25.0,5.0,3.0,"Horse, Spooky",Normal,Box,6392,30,32,Black,Dark Gray
6033-1,Treasure Transport,/sets/6033-1/Treasure-Transport,Historical,Castle,Ninja,1998.0,54.0,3.0,/inventories/6033-1,/minifigs/inset-6033-1,6.0,44.0,9.0,4.6,7.0,,Normal,Box,2089,44,61,Black,Red
6045-1,Ninja Surprise,/sets/6045-1/Ninja-Surprise,Historical,Castle,Ninja,1998.0,112.0,3.0,/inventories/6045-1,/minifigs/inset-6045-1,13.0,45.0,21.0,4.2,10.0,"Baseplate, Cave, Glider, Japan",Normal,Box,1380,59,112,Black,Red
6083-2,Samurai Stronghold,/sets/6083-2/Samurai-Stronghold,Historical,Castle,Ninja,1998.0,198.0,3.0,/inventories/6083-2,/minifigs/inset-6083-2,20.0,75.0,34.0,4.6,9.0,"Baseplate, Japan",Normal,Box,9495,79,198,Black,Light Gray
6088-1,Robber's Retreat,/sets/6088-1/Robber-s-Retreat,Historical,Castle,Ninja,1998.0,277.0,4.0,/inventories/6088-1,/minifigs/inset-6088-1,30.0,130.0,51.0,3.8,5.0,"Baseplate, Cart, Castle, Catapult, Glider, Japan",Normal,Box,13845,119,281,Black,Red
6089-1,Stone Tower Bridge,/sets/6089-1/Stone-Tower-Bridge,Historical,Castle,Ninja,1998.0,409.0,5.0,/inventories/6089-1,/minifigs/inset-6089-1,50.0,173.0,69.0,4.5,6.0,"Cart, Castle, Horse, Japan",Normal,Box,10060,120,410,Black,Red
6093-1,Flying Ninja Fortress,/sets/6093-1/Flying-Ninja-Fortress,Historical,Castle,Ninja,1998.0,694.0,9.0,/inventories/6093-1,/minifigs/inset-6093-1,90.0,254.0,128.0,4.7,10.0,"Bedroom, Castle, Dungeon, Enclosed Fortress, Glider, Horse, Japan",Normal,Box,5630,172,698,Black,White
6100-1,Aquashark Dart,/sets/6100-1/Aquashark-Dart,Action/Adventure,Aquazone,Aquasharks,1998.0,24.0,1.0,/inventories/6100-1,/minifigs/inset-6100-1,,15.0,3.0,2.7,3.0,Underwater,Normal,Box,10739,19,24,Black,Blue
6107-1,Recon Ray,/sets/6107-1/Recon-Ray,Action/Adventure,Aquazone,Stingrays,1998.0,20.0,1.0,,/minifigs/inset-6107-1,3.0,20.0,4.0,4.3,4.0,Underwater,Normal,Box,10757,16,20,Light Gray,Dark Gray
6109-1,Sea Creeper,/sets/6109-1/Sea-Creeper,Action/Adventure,Aquazone,Stingrays,1998.0,79.0,1.0,/inventories/6109-1,/minifigs/inset-6109-1,10.0,45.0,60.0,4.0,3.0,Submarine,Normal,Box,11057,40,80,Black,Dark Gray
6110-1,Solo Sub,/sets/6110-1/Solo-Sub,Action/Adventure,Aquazone,Hydronauts,1998.0,25.0,1.0,/inventories/6110-1,/minifigs/inset-6110-1,4.0,14.0,7.0,3.5,8.0,Submarine,Normal,Box,3025,22,26,Black,Light Gray
6140-1,Crab,/sets/6140-1/Crab,Action/Adventure,Aquazone,Stingrays,1998.0,78.0,1.0,/inventories/6140-1,/minifigs/inset-6140-1,10.0,31.0,13.0,3.7,3.0,Submarine,Normal,Box,9410,39,79,Black,Dark Gray
6150-1,Crystal Detector,/sets/6150-1/Crystal-Detector,Action/Adventure,Aquazone,Hydronauts,1998.0,104.0,1.0,/inventories/6150-1,/minifigs/inset-6150-1,20.0,50.0,25.0,4.0,3.0,"Seafloor Vehicle, Submarine",Normal,Box,10832,62,106,Black,Yellow
6159-1,Crystal Detector,/sets/6159-1/Crystal-Detector,Action/Adventure,Aquazone,Hydronauts,1998.0,104.0,1.0,,/minifigs/inset-6159-1,,,,,,"Seafloor Vehicle, Submarine",Normal,Box,3489,62,106,Black,Yellow
6160-1,Sea Scorpion,/sets/6160-1/Sea-Scorpion,Action/Adventure,Aquazone,Stingrays,1998.0,301.0,3.0,/inventories/6160-1,/minifigs/inset-6160-1,35.0,79.0,41.0,4.5,4.0,"Scorpions, Submarine",Normal,Box,8324,103,306,Black,Dark Gray
6180-1,Hydro Search Sub,/sets/6180-1/Hydro-Search-Sub,Action/Adventure,Aquazone,Hydronauts,1998.0,297.0,4.0,/inventories/6180-1,/minifigs/inset-6180-1,50.0,86.0,66.0,4.4,7.0,Submarine,Normal,Box,15839,110,297,Black,Yellow
6198-1,Stingray Stormer,/sets/6198-1/Stingray-Stormer,Action/Adventure,Aquazone,Stingrays,1998.0,408.0,4.0,/inventories/6198-1,/minifigs/inset-6198-1,70.0,280.0,111.0,4.5,6.0,"Mobile Base, Octopus, Shark, Submarine",Normal,Box,11489,123,413,Black,Dark Gray
6199-1,Hydro Crystallisation Station,/sets/6199-1/Hydro-Crystallisation-Station,Action/Adventure,Aquazone,Hydronauts,1998.0,482.0,5.0,/inventories/6199-1,/minifigs/inset-6199-1,90.0,325.0,101.0,4.0,3.0,"Base, Octopus, Raised Baseplate, Sea Base, Submarine",Normal,Box,3628,160,486,Black,Yellow
6324-1,Chopper Cop,/sets/6324-1/Chopper-Cop,Modern day,Town,Police,1998.0,17.0,1.0,/inventories/6324-1,/minifigs/inset-6324-1,3.0,10.0,3.0,3.7,7.0,"Juniorised, Motor Trike, Motorcycle, Police",Normal,Box,11000,24,27,Black,White
6325-1,Package Pick-Up,/sets/6325-1/Package-Pick-Up,Modern day,Town,Vehicles,1998.0,28.0,1.0,/inventories/6325-1,/minifigs/inset-6325-1,4.75,10.0,4.0,3.2,5.0,"Convertible, Juniorised, Mail",Normal,Box,4862,21,29,White,Black
6326-1,Town Folk,/sets/6326-1/Town-Folk,Modern day,Town,Accessories,1998.0,35.0,6.0,/inventories/6326-1,/minifigs/inset-6326-1,6.0,20.0,9.0,4.6,8.0,"Bicycle, Cat, Construction, Fire, Minifigure Pack, Pizza, Police",Normal,Box,9453,35,40,White,Black
6327-1,Turbo Champ,/sets/6327-1/Turbo-Champ,Modern day,Town,Vehicles,1998.0,48.0,2.0,/inventories/6327-1,/minifigs/inset-6327-1,10.0,11.0,5.0,3.8,4.0,"Convertible, Juniorised, Motor Trike, Motorcycle, Octan, Off Roader, Racing, Trailer",Normal,Box,5596,38,48,Black,White
6328-1,Helicopter Transport,/sets/6328-1/Helicopter-Transport,Modern day,Town,Police,1998.0,102.0,2.0,/inventories/6328-1,/minifigs/inset-6328-1,15.0,38.0,8.0,2.5,6.0,"Aircraft, Articulated Lorry, Helicopter, Juniorised, Police, Police Helicopter, Propeller Aircraft, Trailer, Truck",Normal,Box,217,55,103,Black,White
6329-1,Truck Stop,/sets/6329-1/Truck-Stop,Modern day,Town,City,1998.0,137.0,3.0,/inventories/6329-1,/minifigs/inset-6329-1,25.0,48.0,22.0,4.0,4.0,"Articulated Lorry, Baseplate, Construction, Front Loader, Juniorised, Pizza, Restaurant, Trailer, Transport Vehicle, Truck",Normal,Box,7620,82,140,Black,White
6330-1,Cargo Center,/sets/6330-1/Cargo-Center,Modern day,Town,City,1998.0,242.0,5.0,/inventories/6330-1,/minifigs/inset-6330-1,49.75,67.0,39.0,3.3,3.0,"Aircraft, Camera, Cargo, Forklift, Helicopter, Juniorised, Mail, Octan, Pickup Truck, Propeller Aircraft, Road Baseplate, Tanker Vehicle, Truck",Normal,Box,12661,122,248,Black,White
6332-1,Command Post Central,/sets/6332-1/Command-Post-Central,Modern day,Town,Police,1998.0,272.0,7.0,/inventories/6332-1,/minifigs/inset-6332-1,60.0,85.0,43.0,3.4,7.0,"Aircraft, Baseplate, Camera, Car, Helicopter, Motor Trike, Motorcycle, Police, Police Car, Police Helicopter, Police Station, Propeller Aircraft, Road Baseplate",Normal,Box,12440,143,285,Black,White
6333-1,Race and Chase,/sets/6333-1/Race-and-Chase,Modern day,Town,Vehicles,1998.0,50.0,2.0,/inventories/6333-1,/minifigs/inset-6333-1,,,5.0,3.3,3.0,"Convertible, Juniorised, Police, Police Car, Racing, Racing Car",Normal,Box,15751,28,52,Black,White
6415-1,Res-Q Jet-Ski,/sets/6415-1/Res-Q-Jet-Ski,Modern day,Town,Res-Q,1998.0,18.0,1.0,/inventories/6415-1,/minifigs/inset-6415-1,,8.0,5.0,4.2,6.0,Jetski,Normal,Box,11974,17,18,Yellow,Black
6420-1,Mail Carrier,/sets/6420-1/Mail-Carrier,Modern day,Town,Postal,1998.0,12.0,1.0,/inventories/6420-1,/minifigs/inset-6420-1,2.0,22.0,10.0,4.3,4.0,"Bicycle, Mail, Post",Normal,Box,9622,12,14,Yellow,Red
6422-1,Telephone Repair,/sets/6422-1/Telephone-Repair,Modern day,Town,Maintenance,1998.0,43.0,1.0,/inventories/6422-1,/minifigs/inset-6422-1,8.75,28.0,6.0,3.6,5.0,"Juniorised, Service Vehicle, Truck",Normal,Box,16305,38,48,White,Black
6424-1,Rig Racers,/sets/6424-1/Rig-Racers,Modern day,Town,Vehicles,1998.0,101.0,3.0,/inventories/6424-1,/minifigs/inset-6424-1,20.0,14.0,10.0,4.3,4.0,"Juniorised, Octan, Racing, Truck",Normal,Box,64,62,107,Black,White
6426-1,Super Cycle Center,/sets/6426-1/Super-Cycle-Center,Modern day,Town,City,1998.0,137.0,4.0,/inventories/6426-1,/minifigs/inset-6426-1,30.0,62.0,18.0,3.5,4.0,"Car, Cart, Juniorised, Motorcycle, Octan, Off Roader, Road Baseplate, Service Station, Service Vehicle, Shop, Trailer",Normal,Box,14110,91,146,Black,White
6428-1,Wave Saver,/sets/6428-1/Wave-Saver,Modern day,Town,Res-Q,1998.0,18.0,1.0,,/minifigs/inset-6428-1,2.0,7.0,1.0,,,"Jetski, Polybag",Normal,Polybag,9551,17,18,Yellow,Black
