set_no,name,url,theme_group,theme,subtheme,year,piece_cnt,minifig_cnt,inventory_url,minifig_url,price_store,price_new,price_used,rating_value,rating_votes,tags,set_type,packaging,inventory_id,number_parts,total_parts,1st_color,2nd_color
6431-1,Road Rescue,/sets/6431-1/Road-Rescue,Modern day,Town,Res-Q,1998.0,48.0,1.0,/inventories/6431-1,/minifigs/inset-6431-1,4.0,13.0,4.0,4.1,7.0,"Convertible, Off Roader",Normal,Box,3471,32,48,Black,White
6445-1,Emergency Evac,/sets/6445-1/Emergency-Evac,Modern day,Town,Res-Q,1998.0,101.0,1.0,/inventories/6445-1,/minifigs/inset-6445-1,8.0,35.0,8.0,4.5,4.0,"Ambulance, Trailer, Van",Normal,Box,13606,65,101,Black,White
6451-1,River Response,/sets/6451-1/River-Response,Modern day,Town,Res-Q,1998.0,153.0,3.0,/inventories/6451-1,/minifigs/inset-6451-1,20.0,49.0,13.0,4.4,7.0,"Boat, Car, Dinghy, Speedboat",Normal,Box,5300,76,152,Black,Yellow
6462-1,Aerial Recovery,/sets/6462-1/Aerial-Recovery,Modern day,Town,Res-Q,1998.0,194.0,3.0,/inventories/6462-1,/minifigs/inset-6462-1,25.0,50.0,20.0,4.5,6.0,"Aircraft, Boat, Dinghy, Helicopter, Motor Trike",Normal,Box,11411,116,200,Black,Yellow
6473-1,Res-Q Cruiser,/sets/6473-1/Res-Q-Cruiser,Modern day,Town,Res-Q,1998.0,305.0,3.0,/inventories/6473-1,/minifigs/inset-6473-1,35.0,87.0,28.0,4.8,4.0,"Airboat, Front Loader, Hovercraft",Normal,Box,5050,118,305,Black,Light Gray
6479-1,Emergency Response Center,/sets/6479-1/Emergency-Response-Center,Modern day,Town,Res-Q,1998.0,423.0,5.0,/inventories/6479-1,/minifigs/inset-6479-1,60.0,104.0,52.0,4.5,4.0,"Aircraft, Boat, Dinghy, Harbour, Helicopter, Landing Pad, Motor Trike, Propeller Aircraft, Raised Baseplate, Service Vehicle, Tow Truck",Normal,Box,319,195,433,Black,Light Gray
6567-1,Speed Splash,/sets/6567-1/Speed-Splash,Modern day,Town,Extreme Team,1998.0,29.0,1.0,/inventories/6567-1,/minifigs/inset-6567-1,3.0,10.0,4.0,4.0,6.0,"Airboat, Boat",Normal,Box,4538,22,28,Black,Light Gray
6568-1,Drag Race Rally,/sets/6568-1/Drag-Race-Rally,Modern day,Town,Extreme Team,1998.0,292.0,4.0,/inventories/6568-1,/minifigs/inset-6568-1,30.0,31.0,31.0,4.0,2.0,"Aircraft, Camera, Dragster, Finish Line, Helicopter, Octan, Propeller Aircraft, Racing, Racing Car, Tv",Normal,Box,12584,128,295,Black,Light Gray
6572-1,Wind Runners,/sets/6572-1/Wind-Runners,Modern day,Town,Extreme Team,1998.0,52.0,2.0,/inventories/6572-1,/minifigs/inset-6572-1,6.0,13.0,5.0,3.8,5.0,"Racing, Surfing",Normal,Box,927,46,55,Black,White
6580-1,Land Jet 7,/sets/6580-1/Land-Jet-7,Modern day,Town,Extreme Team,1998.0,109.0,2.0,/inventories/6580-1,/minifigs/inset-6580-1,12.0,33.0,7.0,3.5,2.0,"Octan, Racing, Racing Car",Normal,Box,10744,61,115,Black,Red
6582-1,Daredevil Flight Squad,/sets/6582-1/Daredevil-Flight-Squad,Modern day,Town,Extreme Team,1998.0,287.0,3.0,,/minifigs/inset-6582-1,30.0,45.0,26.0,4.5,2.0,"Aircraft, Helicopter, Jet Aircraft, Octan, Propeller Aircraft, Sports Plane, Tanker Vehicle, Trailer",Normal,Box,1912,133,291,Black,White
6584-1,Extreme Team Challenge,/sets/6584-1/Extreme-Team-Challenge,Modern day,Town,Extreme Team,1998.0,350.0,4.0,/inventories/6584-1,/minifigs/inset-6584-1,50.0,140.0,45.0,5.0,3.0,"4X4, Camera, Camping, Dinghy, Floats On Water, Jungle Bridge, Monster Truck, Motor Trike, Parrot, Quad Bike, Raft, Raised Baseplate, Snake, Sprung, Tent",Normal,Box,13331,144,357,Light Gray,Black
6585-1,Hang-Glider,/sets/6585-1/Hang-Glider,Modern day,Town,Extreme Team,1998.0,19.0,1.0,/inventories/6585-1,/minifigs/inset-6585-1,2.5,10.0,3.0,3.0,2.0,Glider,Normal,Box,212,15,19,Black,Red
6589-1,Radical Racer,/sets/6589-1/Radical-Racer,Modern day,Town,Extreme Team,1998.0,82.0,1.0,,/minifigs/inset-6589-1,10.0,13.0,9.0,4.0,1.0,"Off Roader, Racing Car",Normal,Box,11333,51,84,Light Gray,Red
6817-1,Beta Buzzer,/sets/6817-1/Beta-Buzzer,Action/Adventure,Space,Insectoids,1998.0,33.0,1.0,/inventories/6817-1,/minifigs/inset-6817-1,4.0,25.0,6.0,4.6,9.0,Spaceship,Normal,Box,9948,27,33,Black,Dark Gray
6837-1,Cosmic Creeper,/sets/6837-1/Cosmic-Creeper,Action/Adventure,Space,Insectoids,1998.0,58.0,1.0,/inventories/6837-1,/minifigs/inset-6837-1,8.0,29.0,8.0,4.3,4.0,"Alien Buggoids, Ground Vehicle",Normal,Box,1013,44,60,Blue,Dark Gray
6901-2,Space Plane,/sets/6901-2/Space-Plane,Action/Adventure,Space,UFO,1998.0,20.0,1.0,/inventories/6901-2,/minifigs/inset-6901-2,,11.0,4.0,3.8,4.0,Spaceship,Normal,Box,9240,15,20,Light Gray,Black
6902-1,Space Plane,/sets/6902-1/Space-Plane,Action/Adventure,Space,UFO,1998.0,20.0,1.0,,/minifigs/inset-6902-1,2.0,15.0,10.0,,,"Polybag, Spaceship",Normal,Polybag,4587,15,20,Light Gray,Black
6903-1,Bug Blaster,/sets/6903-1/Bug-Blaster,Action/Adventure,Space,Insectoids,1998.0,25.0,1.0,/inventories/6903-1,/minifigs/inset-6903-1,3.0,11.0,5.0,4.1,8.0,Spaceship,Normal,Box,3967,20,24,Black,Dark Gray
6905-1,Bi-Wing Blaster,/sets/6905-1/Bi-Wing-Blaster,Action/Adventure,Space,Insectoids,1998.0,114.0,2.0,/inventories/6905-1,/minifigs/inset-6905-1,15.0,55.0,13.0,4.5,2.0,"Alien Buggoids, Spaceship",Normal,Box,8297,67,118,Black,Dark Gray
6907-1,Sonic Stinger,/sets/6907-1/Sonic-Stinger,Action/Adventure,Space,Insectoids,1998.0,96.0,1.0,/inventories/6907-1,/minifigs/inset-6907-1,22.0,47.0,15.0,4.7,3.0,"Alien Buggoids, Light And Sound System, Spaceship",Normal,Box,1808,52,96,Black,Blue
6909-1,Sonic Stinger (Promotional Pack),/sets/6909-1/Sonic-Stinger-(Promotional-Pack),Action/Adventure,Space,Insectoids,1998.0,96.0,1.0,/inventories/6909-1,/minifigs/inset-6909-1,20.0,,,4.0,2.0,"Alien Buggoids, Light And Sound System, Spaceship",Normal,Box,84,52,96,Black,Blue
6919-1,Planetary Prowler,/sets/6919-1/Planetary-Prowler,Action/Adventure,Space,Insectoids,1998.0,250.0,2.0,/inventories/6919-1,/minifigs/inset-6919-1,35.0,100.0,26.0,4.5,4.0,"Alien Buggoids, Ground Vehicle",Normal,Box,14638,103,250,Blue,Black
6969-1,Celestial Stinger,/sets/6969-1/Celestial-Stinger,Action/Adventure,Space,Insectoids,1998.0,256.0,3.0,/inventories/6969-1,/minifigs/inset-6969-1,50.0,79.0,40.0,4.9,7.0,"Alien Buggoids, Light And Sound System, Spaceship",Normal,Box,436,112,256,Black,Dark Gray
6977-1,Arachnoid Star Base,/sets/6977-1/Arachnoid-Star-Base,Action/Adventure,Space,Insectoids,1998.0,437.0,4.0,/inventories/6977-1,/minifigs/inset-6977-1,80.0,164.0,64.0,5.0,6.0,"Alien Buggoids, Base, Light And Sound System, Walker",Normal,Box,12646,145,434,Black,Dark Gray
8202-1,Bungee Chopper,/sets/8202-1/Bungee-Chopper,Technical,Technic,Competition,1998.0,72.0,0.0,/inventories/8202-1,,7.0,11.0,5.0,4.0,1.0,"Dragster, Motor Trike, Multibuild, Pullback Motor",Normal,Box,2361,33,73,Black,Light Gray
8203-1,Rover Discovery,/sets/8203-1/Rover-Discovery,Technical,Technic,Microtechnic,1998.0,37.0,0.0,/inventories/8203-1,,,6.0,3.0,,,"Dune Buggy, Microscale",Normal,Box,4810,14,36,Black,Light Gray
8204-1,Sky Flyer 1,/sets/8204-1/Sky-Flyer-1,Technical,Technic,Microtechnic,1998.0,41.0,0.0,/inventories/8204-1,,,17.0,5.0,4.0,1.0,"Aircraft, Microscale, Propeller Aircraft",Normal,Box,8153,23,45,Black,Light Gray
8208-1,Custom Cruiser,/sets/8208-1/Custom-Cruiser,Technical,Technic,Microtechnic,1998.0,53.0,0.0,/inventories/8208-1,,,26.0,8.0,4.0,1.0,Motorcycle,Normal,Box,10831,18,53,Black,Light Gray
8209-1,Future F1,/sets/8209-1/Future-F1,Technical,Technic,Microtechnic,1998.0,49.0,0.0,/inventories/8209-1,,,26.0,8.0,5.0,1.0,"Formula 1, Microscale, Racing Car, Sprung",Normal,Box,8411,20,48,Black,Red
8213-1,Spy Runner,/sets/8213-1/Spy-Runner,Technical,Technic,,1998.0,98.0,0.0,/inventories/8213-1,,10.0,17.0,4.0,5.0,1.0,"9V Compatible, Articulated Lorry, Converts, Multibuild, Racing Car, Transport Vehicle",Normal,Box,2857,42,103,Black,Light Gray
8217-1,The Wasp,/sets/8217-1/The-Wasp,Technical,Technic,Microtechnic,1998.0,64.0,0.0,/inventories/8217-1,,,29.0,6.0,,,"Aircraft, Helicopter, Propeller Aircraft",Normal,Box,16111,28,63,Black,Light Gray
8218-1,Trike Tourer,/sets/8218-1/Trike-Tourer,Technical,Technic,Microtechnic,1998.0,70.0,0.0,,,,57.0,10.0,,,"Motor Trike, Motorcycle",Normal,Box,9344,30,70,Black,Light Gray
8219-1,Racer,/sets/8219-1/Racer,Technical,Technic,,1998.0,103.0,0.0,/inventories/8219-1,,,,34.0,4.0,1.0,"Functional Steering, Go Kart, Racing, Racing Car",Normal,Box,8322,54,103,Light Gray,Black
8226-1,Mud Masher,/sets/8226-1/Mud-Masher,Technical,Technic,,1998.0,127.0,0.0,/inventories/8226-1,,13.0,16.0,8.0,4.3,4.0,"9V Compatible, Dune Buggy, Functional Steering, Motor Trike, Multibuild, Off Roader",Normal,Box,13080,37,126,Black,Light Gray
8233-1,Blue Thunder vs. The Stinger,/sets/8233-1/Blue-Thunder-vs-The-Stinger,Technical,Technic,Competition,1998.0,120.0,1.0,/inventories/8233-1,/minifigs/inset-8233-1,,18.0,8.0,,,"9V Compatible, Insect, Motor Trike, Motorcycle, Multibuild, Robot, Sidecar, Spider, Technic Figs",Normal,Box,10465,47,121,Black,Light Gray
8239-1,Cyber Slam Spider,/sets/8239-1/Cyber-Slam-Spider,Technical,Technic,Competition,1998.0,120.0,1.0,/inventories/8239-1,/minifigs/inset-8239-1,,33.0,,,,"9V Compatible, Insect, Motor Trike, Motorcycle, Multibuild, Robot, Sidecar, Spider, Technic Figs",Normal,Box,10449,46,122,Black,Light Gray
8245-1,Robots Revenge,/sets/8245-1/Robots-Revenge,Technical,Technic,Competition,1998.0,222.0,1.0,/inventories/8245-1,/minifigs/inset-8245-1,30.0,56.0,14.0,,,"Mech, Motor Trike, Punching Arm, Robot, Scorpions, Technic Figs",Normal,Box,1882,61,226,Black,Light Gray
8248-1,Forklift,/sets/8248-1/Forklift,Technical,Technic,,1998.0,231.0,1.0,/inventories/8248-1,/minifigs/inset-8248-1,33.0,90.0,20.0,4.0,1.0,"9V Compatible, Construction, Forklift, Functional Steering, Multibuild, Service Vehicle, Technic Figs, Tow Truck",Normal,Box,9796,67,231,Black,Light Gray
8257-1,Cyber Strikers,/sets/8257-1/Cyber-Strikers,Technical,Technic,Competition,1998.0,367.0,2.0,/inventories/8257-1,/minifigs/inset-8257-1,50.0,59.0,32.0,,,"9V Compatible, Ejector Seat, Mech, Multibuild, Punching Arm, Robot, Technic Figs, Tracked Vehicle",Normal,Box,9826,74,379,Black,Light Gray
8266-1,Spyder Slayer,/sets/8266-1/Spyder-Slayer,Technical,Technic,Competition,1998.0,366.0,2.0,/inventories/8266-1,/minifigs/inset-8266-1,70.0,50.0,31.0,,,"9V, Aircraft, Ejector Seat, Electric, Electric Motor, Mech, Multibuild, Punching Arm, Spider, Technic Figs",Normal,Box,2899,87,375,Black,Light Gray
8417-1,Mag Wheel Master,/sets/8417-1/Mag-Wheel-Master,Technical,Technic,,1998.0,315.0,0.0,/inventories/8417-1,,30.0,130.0,38.0,4.0,3.0,"Motorcycle, Multibuild",Normal,Box,8052,96,322,Black,Light Gray
8428-1,Concept Car,/sets/8428-1/Concept-Car,Technical,Technic,,1998.0,471.0,0.0,/inventories/8428-1,,44.0,97.0,58.0,4.7,7.0,"Car, Cd Rom, Dune Buggy, Functional Steering, Multibuild",Normal,Box,9754,109,477,Black,Light Gray
8432-1,Concept Car,/sets/8432-1/Concept-Car,Technical,Technic,,1998.0,471.0,0.0,/inventories/8432-1,,,74.0,62.0,5.0,1.0,"Car, Functional Steering",Normal,Box,10236,103,471,Black,Light Gray
8462-1,Tow Truck,/sets/8462-1/Tow-Truck,Technical,Technic,,1998.0,774.0,0.0,/inventories/8462-1,,122.0,237.0,92.0,4.6,5.0,"9V Compatible, Air Tank, Flagship Set, Mobile Crane, Multibuild, Off Roader, Pneumatic, Service Vehicle, Tow Truck, Trailer, Transport Vehicle",Normal,Box,11654,157,793,Black,Light Gray
8482-1,CyberMaster,/sets/8482-1/CyberMaster,Technical,Technic,Competition,1998.0,900.0,1.0,/inventories/8482-1,/minifigs/inset-8482-1,,171.0,67.0,3.0,1.0,"9V, Car, Cd Rom, Cybermaster, Electric, Remote Control, Robot, Tracked Vehicle",Normal,Box,4505,145,896,Black,Light Gray
8483-1,CyberMaster,/sets/8483-1/CyberMaster,Technical,Technic,,1998.0,900.0,1.0,/inventories/8483-1,/minifigs/inset-8483-1,,210.0,,,,"9V, Car, Cd Rom, Cybermaster, Electric, Multibuild, Remote Control, Robot, Tracked Vehicle",Normal,Other,4300,146,897,Black,Light Gray
9719-1,Robotics Invention System,/sets/9719-1/Robotics-Invention-System,Technical,Mindstorms,1.0,1998.0,733.0,0.0,/inventories/9719-1,,200.0,,50.0,,,"9V, Cd Rom, Electric, Electric Motor, Playmat, Rcx, Robot",Normal,Box,14444,142,736,Black,Light Gray
9730-1,Robo Sports,/sets/9730-1/Robo-Sports,Technical,Mindstorms,1.0,1998.0,91.0,0.0,/inventories/9730-1,,50.0,60.0,38.0,,,"9V, Cd Rom, Electric, Electric Motor, Playmat, Sports, Tracked Vehicle",Normal,Box,12300,38,92,Blue,Yellow
9732-1,Extreme Creatures,/sets/9732-1/Extreme-Creatures,Technical,Mindstorms,1.0,1998.0,148.0,0.0,/inventories/9732-1,,50.0,47.0,,,,"9V, Cd Rom, Electric, Fibre Optics",Normal,Box,13615,58,149,Black,Purple
1029-1,Milk Delivery Truck,/sets/1029-1/Milk-Delivery-Truck,Modern day,Town,Special,1999.0,95.0,1.0,/inventories/1029-1,/minifigs/inset-1029-1,,80.0,23.0,4.5,2.0,"Delivery Truck, Truck",Normal,Box,6726,47,93,White,Light Gray
1068-1,Air Patrol,/sets/1068-1/Air-Patrol,Modern day,Town,Extreme Team,1999.0,20.0,1.0,/inventories/1068-1,/minifigs/inset-1068-1,,9.0,3.0,4.0,1.0,"Aircraft, Helicopter, Microlight, Octan, Propeller Aircraft",Normal,Box,7983,17,22,Black,Red
1069-1,Speedboat,/sets/1069-1/Speedboat,Modern day,Town,Res-Q,1999.0,22.0,1.0,/inventories/1069-1,/minifigs/inset-1069-1,,12.0,4.0,4.5,2.0,"Boat, Speedboat",Normal,Box,4592,19,22,Red,Black
1070-1,Stunt Flyer,/sets/1070-1/Stunt-Flyer,Modern day,Town,Extreme Team,1999.0,20.0,1.0,/inventories/1070-1,/minifigs/inset-1070-1,3.0,10.0,2.0,,,"Aircraft, Microlight",Normal,Box,9870,17,20,White,Black
1088-1,Road Burner,/sets/1088-1/Road-Burner,Modern day,Town,Extreme Team,1999.0,25.0,0.0,/inventories/1088-1,,,13.0,4.0,4.3,3.0,"Racing, Racing Car",Normal,Box,14774,16,25,Black,Yellow
1095-1,Super Sub,/sets/1095-1/Super-Sub,Action/Adventure,Aquazone,Hydronauts,1999.0,24.0,1.0,/inventories/1095-1,/minifigs/inset-1095-1,3.0,10.0,9.0,,,Underwater,Normal,Box,11431,19,24,Black,Blue
1096-1,Race Buggy,/sets/1096-1/Race-Buggy,Modern day,Town,Extreme Team,1999.0,23.0,1.0,/inventories/1096-1,/minifigs/inset-1096-1,,7.0,3.0,4.0,2.0,"Go Kart, Octan, Racing, Racing Car",Normal,Box,3710,15,23,Black,Yellow
1097-1,Res-Q Runner,/sets/1097-1/Res-Q-Runner,Modern day,Town,Res-Q,1999.0,18.0,1.0,/inventories/1097-1,/minifigs/inset-1097-1,2.0,9.0,3.0,4.0,1.0,Jetski,Normal,Box,7057,17,18,Yellow,Black
1098-1,Hang Glider,/sets/1098-1/Hang-Glider,Modern day,Town,Extreme Team,1999.0,19.0,1.0,/inventories/1098-1,/minifigs/inset-1098-1,,,1.0,3.0,1.0,Glider,Normal,Box,6900,15,19,Black,Red
1099-1,Ninja Blaster,/sets/1099-1/Ninja-Blaster,Historical,Castle,Ninja,1999.0,24.0,1.0,/inventories/1099-1,/minifigs/inset-1099-1,2.0,17.0,6.0,5.0,2.0,"Cart, Catapult",Normal,,15617,17,24,Black,Light Gray
1180-1,Space Port Moon Buggy,/sets/1180-1/Space-Port-Moon-Buggy,Modern day,Town,Space Port,1999.0,25.0,1.0,/inventories/1180-1,/minifigs/inset-1180-1,,17.0,4.0,2.7,3.0,"Off Roader, Space",Normal,Box,1713,19,27,Black,White
1181-1,Space Jet,/sets/1181-1/Space-Jet,Modern day,Town,Space Port,1999.0,23.0,1.0,/inventories/1181-1,/minifigs/inset-1181-1,,7.0,8.0,2.0,1.0,Space,Normal,Box,4408,19,26,White,Black
1182-1,Adventurers Raft,/sets/1182-1/Adventurers-Raft,Historical,Adventurers,Desert,1999.0,18.0,1.0,/inventories/1182-1,/minifigs/inset-1182-1,,4.0,4.0,3.3,6.0,"Johnny Thunder, Egypt, Raft, Scorpions",Normal,Box,3899,16,20,Black,Tan
1183-1,Mummy and Cart,/sets/1183-1/Mummy-and-Cart,Historical,Adventurers,Desert,1999.0,17.0,1.0,/inventories/1183-1,/minifigs/inset-1183-1,,30.0,11.0,3.3,4.0,"Pharaoh Hotep, Carriage, Egypt",Normal,Box,14392,15,17,Black,Tan
1184-1,Cart,/sets/1184-1/Cart,Historical,Castle,Ninja,1999.0,24.0,1.0,/inventories/1184-1,/minifigs/inset-1184-1,,9.0,8.0,3.8,4.0,"Cart, Catapult",Normal,Box,11500,17,24,Black,Light Gray
1185-1,Raft,/sets/1185-1/Raft,Historical,Castle,Ninja,1999.0,25.0,1.0,/inventories/1185-1,/minifigs/inset-1185-1,2.0,19.0,9.0,3.8,4.0,Raft,Normal,Box,7330,17,25,Red,Black
1186-1,Cart,/sets/1186-1/Cart,Historical,Castle,Ninja,1999.0,25.0,1.0,/inventories/1186-1,/minifigs/inset-1186-1,,23.0,13.0,4.0,4.0,Cart,Normal,Box,3859,20,26,Black,Blue
1187-1,Glider,/sets/1187-1/Glider,Historical,Castle,Ninja,1999.0,23.0,1.0,/inventories/1187-1,/minifigs/inset-1187-1,2.0,28.0,4.0,3.9,8.0,Glider,Normal,Box,3403,13,25,Black,Blue
1188-1,Fire Formula,/sets/1188-1/Fire-Formula,Modern day,Town,Extreme Team,1999.0,38.0,1.0,/inventories/1188-1,/minifigs/inset-1188-1,,23.0,,,,"Kabaya, Octan, Polybag, Racing, Racing Car",Normal,Polybag,7373,28,38,Black,Yellow
1189-1,Rocket Boat,/sets/1189-1/Rocket-Boat,Modern day,Town,Extreme Team,1999.0,30.0,1.0,/inventories/1189-1,/minifigs/inset-1189-1,,,,4.0,1.0,"Boat, Kabaya, Polybag, Powerboat",Normal,Polybag,7242,24,30,Black,Yellow
1190-1,Retro Buggy,/sets/1190-1/Retro-Buggy,Modern day,Town,Extreme Team,1999.0,45.0,1.0,/inventories/1190-1,/minifigs/inset-1190-1,,,,,,"Kabaya, Octan, Polybag, Racing, Racing Car",Normal,Polybag,3188,29,90,Black,Yellow
1191-1,Try Bird,/sets/1191-1/Try-Bird,Modern day,Town,Extreme Team,1999.0,34.0,1.0,/inventories/1191-1,/minifigs/inset-1191-1,,,,,,"Aircraft, Jet Aircraft, Kabaya, Polybag",Normal,Polybag,12498,27,35,Black,Red
1246-1,Helicopter,/sets/1246-1/Helicopter,Modern day,Town,City,1999.0,26.0,1.0,/inventories/1246-1,/minifigs/inset-1246-1,1.7,7.0,5.0,3.5,2.0,"Aircraft, Helicopter, Microlight, Police, Police Helicopter, Propeller Aircraft, Shell",Normal,Box,5799,22,29,Black,Light Gray
1247-1,Patrol Car,/sets/1247-1/Patrol-Car,Modern day,Town,City,1999.0,32.0,1.0,/inventories/1247-1,/minifigs/inset-1247-1,1.7,6.0,4.0,3.6,7.0,"Car, Convertible, Police, Police Car, Shell",Normal,Box,14908,19,33,Black,White
1248-1,Fire Boat,/sets/1248-1/Fire-Boat,Modern day,Town,City,1999.0,24.0,1.0,/inventories/1248-1,/minifigs/inset-1248-1,1.7,6.0,4.0,3.0,2.0,"Fire, Fire Boat, Shell",Normal,Box,221,21,24,White,Light Gray
1249-1,Tri-motorbike,/sets/1249-1/Tri-motorbike,Modern day,Town,City,1999.0,14.0,1.0,/inventories/1249-1,/minifigs/inset-1249-1,1.7,12.0,3.0,3.8,4.0,"Ambulance, Juniorised, Medical, Motor Trike, Motorcycle, Shell",Normal,Box,12764,16,19,White,Blue
1250-1,Dragster,/sets/1250-1/Dragster,Modern day,Town,City,1999.0,25.0,1.0,/inventories/1250-1,/minifigs/inset-1250-1,1.7,9.0,3.0,3.0,2.0,"Car, Dragster, Juniorised, Racing, Racing Car, Shell",Normal,Box,1435,18,24,Black,White
1251-1,Go-Cart,/sets/1251-1/Go-Cart,Modern day,Town,City,1999.0,26.0,1.0,/inventories/1251-1,/minifigs/inset-1251-1,1.7,5.0,6.0,3.3,4.0,"Go Kart, Racing, Racing Car, Shell",Normal,Box,9438,16,25,Yellow,Black
1252-1,Shell Tanker,/sets/1252-1/Shell-Tanker,Modern day,Town,Shell,1999.0,107.0,1.0,/inventories/1252-1,/minifigs/inset-1252-1,7.0,22.0,9.0,3.6,5.0,"Articulated Lorry, Shell, Tanker, Tanker Vehicle, Trailer, Truck",Normal,Box,8126,56,106,White,Light Gray
1253-1,Shell Race Car Transporter,/sets/1253-1/Shell-Race-Car-Transporter,Modern day,Town,Shell,1999.0,102.0,1.0,/inventories/1253-1,/minifigs/inset-1253-1,6.25,15.0,8.0,3.7,3.0,"Ferrari, Racing, Racing Car, Shell, Transport Vehicle",Normal,Box,7194,57,102,Black,Red
1254-1,Shell Convenience Store,/sets/1254-1/Shell-Convenience-Store,Modern day,Town,Shell,1999.0,159.0,3.0,/inventories/1254-1,/minifigs/inset-1254-1,13.0,33.0,20.0,4.8,8.0,"Baseplate, Bicycle, Fresh Produce, Frozen Treats, Pickup Truck, Service Station, Shell, Shop",Normal,Box,10719,101,169,Light Gray,White
1255-1,Shell Car Wash,/sets/1255-1/Shell-Car-Wash,Modern day,Town,Shell,1999.0,137.0,2.0,/inventories/1255-1,/minifigs/inset-1255-1,13.0,57.0,22.0,4.2,5.0,"Car, Car Wash, Service Station, Shell",Normal,Box,10116,69,138,White,Yellow
1256-1,Shell Service Station,/sets/1256-1/Shell-Service-Station,Modern day,Town,Shell,1999.0,144.0,2.0,/inventories/1256-1,/minifigs/inset-1256-1,20.0,60.0,25.0,4.3,6.0,"Car, Convertible, Ferrari, Motor Trike, Road Baseplate, Service Station, Shell",Normal,Box,14961,92,166,White,Black
1257-1,Tricycle,/sets/1257-1/Tricycle,Technical,Technic,,1999.0,24.0,0.0,/inventories/1257-1,,,21.0,3.0,2.0,1.0,"Microscale, Motor Trike",Normal,Box,8555,20,33,Black,Light Gray
1258-1,Buggy,/sets/1258-1/Buggy,Technical,Technic,,1999.0,29.0,0.0,/inventories/1258-1,,,11.0,5.0,2.0,2.0,"Dune Buggy, Microscale",Normal,Box,7858,18,33,Black,Light Gray
1259-1,Motorbike,/sets/1259-1/Motorbike,Technical,Technic,,1999.0,28.0,0.0,/inventories/1259-1,,,9.0,4.0,2.0,1.0,"Microscale, Motorcycle",Normal,Box,12976,18,32,Black,Light Gray
1260-1,Car,/sets/1260-1/Car,Technical,Technic,,1999.0,26.0,0.0,/inventories/1260-1,,,11.0,5.0,3.0,1.0,"Car, Microscale, Racing Car",Normal,Box,13836,16,28,Black,Light Gray
1265-1,Moon Buggy,/sets/1265-1/Moon-Buggy,Modern day,Town,Space Port,1999.0,25.0,1.0,/inventories/1265-1,/minifigs/inset-1265-1,3.0,,3.0,5.0,1.0,"Off Roader, Space",Normal,Box,3870,19,27,Black,White
1266-1,Space Probe,/sets/1266-1/Space-Probe,Modern day,Town,Space Port,1999.0,23.0,1.0,/inventories/1266-1,/minifigs/inset-1266-1,,,2.0,,,Space,Normal,Box,8068,19,26,White,Black
1268-1,Bike Blaster,/sets/1268-1/Bike-Blaster,Technical,Technic,,1999.0,28.0,0.0,/inventories/1268-1,,2.0,11.0,5.0,3.0,1.0,"Microscale, Motorcycle, Polybag",Normal,Polybag,13211,18,32,Black,Light Gray
1269-1,White Ninja,/sets/1269-1/White-Ninja,Historical,Castle,Ninja,1999.0,23.0,1.0,/inventories/1269-1,/minifigs/inset-1269-1,3.0,25.0,18.0,3.5,4.0,Cart,Normal,,4667,15,23,Black,Brown
1271-1,Jungle Surprise,/sets/1271-1/Jungle-Surprise,Historical,Adventurers,Jungle,1999.0,33.0,1.0,/inventories/1271-1,/minifigs/inset-1271-1,2.0,25.0,14.0,4.3,9.0,"Miss Gail Storm, Snake, Spider",Normal,Box,8570,25,33,Green,Light Gray
1274-1,Light Hover,/sets/1274-1/Light-Hover,Action/Adventure,Rock Raiders,Promotional,1999.0,25.0,1.0,/inventories/1274-1,/minifigs/inset-1274-1,,25.0,,4.5,2.0,"Jet, Kabaya, Polybag, Underground",Normal,Polybag,3786,16,25,Dark Gray,Trans-Neon Green
1275-1,Chainsaw Bulldozer,/sets/1275-1/Chainsaw-Bulldozer,Action/Adventure,Rock Raiders,Promotional,1999.0,22.0,1.0,/inventories/1275-1,/minifigs/inset-1275-1,,25.0,,3.0,1.0,"Bandit, Kabaya, Polybag, Underground",Normal,Polybag,7313,13,22,Light Gray,Black
1276-1,Helicopter Transport,/sets/1276-1/Helicopter-Transport,Action/Adventure,Rock Raiders,Promotional,1999.0,22.0,1.0,/inventories/1276-1,/minifigs/inset-1276-1,,24.0,,4.0,1.0,"Docs, Kabaya, Polybag, Underground",Normal,Polybag,4928,19,22,Dark Gray,Light Gray
1277-1,Drill Craft,/sets/1277-1/Drill-Craft,Action/Adventure,Rock Raiders,Promotional,1999.0,27.0,1.0,/inventories/1277-1,/minifigs/inset-1277-1,,21.0,,3.0,1.0,"Sparks, Kabaya, Polybag, Underground",Normal,Polybag,6908,17,27,Dark Gray,Light Gray
2769-1,Aircraft and Boat,/sets/2769-1/Aircraft-and-Boat,Modern day,Town,Special,1999.0,97.0,2.0,/inventories/2769-1,/minifigs/inset-2769-1,,32.0,28.0,4.0,1.0,"Aircraft, Airline Promo, Airplane, Boat, Crocodile, Octan, Propeller Aircraft, Seaplane, Speedboat",Normal,Box,9835,73,106,Black,Red
