set_no,name,price_store,price_used,popularity,group,year,total_parts,number_parts,number_colors,scolor_1st,scolor_2nd
75077-1,Homing Spider Droid,9.99,9.0,4.0,Licensed,2015.0,108,47,7,Gray,Gray
75078-1,Imperial Troop Transport,12.99,14.0,52.800000000000004,Licensed,2015.0,145,51,8,Gray,Gray
75079-1,Shadow Troopers,12.99,10.0,28.699999999999996,Licensed,2015.0,99,47,7,Black,Transparent
75080-1,AAT,24.99,28.0,28.0,Licensed,2015.0,262,122,11,Tan,Gray
75081-1,T-16 Skyhopper,24.99,25.0,27.0,Licensed,2015.0,256,114,16,Gray,White
75082-1,TIE Advanced Prototype,39.99,29.0,21.0,Licensed,2015.0,363,127,11,Gray,Gray
75083-1,AT-DP,49.99,48.0,14.100000000000001,Licensed,2015.0,513,180,13,Gray,Gray
75084-1,Wookiee Gunship,69.99,43.0,7.0,Licensed,2015.0,569,177,21,Tan,Gray
75085-1,Hailfire Droid,19.99,21.0,10.0,Licensed,2015.0,163,61,12,Gray,Gray
75086-1,Battle Droid Troop Carrier,39.99,46.0,5.0,Licensed,2015.0,583,121,13,Gray,Gray
75087-1,Anakin's Custom Jedi Starfighter,39.99,33.0,20.0,Licensed,2015.0,369,144,21,Gray,Blue
75088-1,Senate Commando Troopers,12.99,12.0,15.0,Licensed,2015.0,110,53,11,Gray,Transparent
75089-1,Geonosis Troopers,12.99,15.0,24.0,Licensed,2015.0,111,58,9,Gray,Transparent
75090-1,Ezra's Speeder Bike,19.99,19.0,27.0,Licensed,2015.0,289,107,18,Gray,Black
75091-1,Flash Speeder,29.99,19.0,19.2,Licensed,2015.0,320,107,16,Green,Gray
75092-1,Naboo Starfighter,49.99,42.0,9.0,Licensed,2015.0,461,214,26,Gray,Yellow
75093-1,Death Star Final Duel,79.99,63.0,20.0,Licensed,2015.0,723,197,18,Gray,Gray
75094-1, Imperial Shuttle Tydirium,99.99,80.0,44.1,Licensed,2015.0,966,248,23,White,Gray
75095-1,TIE Fighter,199.99,149.0,8.0,Licensed,2015.0,1713,198,16,Gray,Black
75096-1,Sith Infiltrator,89.99,60.0,5.0,Licensed,2015.0,660,203,20,Gray,Gray
75097-1,Star Wars Advent Calendar,39.99,29.0,,Licensed,2015.0,339,213,28,Gray,Gray
75099-1,Rey's Speeder,19.99,10.0,58.800000000000004,Licensed,2015.0,206,102,18,Red,Gray
75100-1,First Order Snowspeeder,39.99,16.0,18.0,Licensed,2015.0,467,161,15,Gray,Black
75101-1,First Order Special Forces TIE Fighter,69.99,39.0,25.0,Licensed,2015.0,520,126,11,Black,Gray
75102-1,Poe's X-wing Fighter,79.99,48.0,36.0,Licensed,2015.0,716,210,20,Black,Gray
75103-1,First Order Transporter,89.99,59.0,35.0,Licensed,2015.0,784,207,21,Gray,Gray
75104-1,Kylo Ren's Command Shuttle,119.99,59.0,24.0,Licensed,2015.0,1003,248,17,Gray,Gray
75105-1,Millennium Falcon,149.99,101.0,39.6,Licensed,2015.0,1329,294,23,Gray,Gray
75106-1,Imperial Assault Carrier,129.99,69.0,12.0,Licensed,2015.0,1247,274,20,Gray,Gray
75107-1,Jango Fett,19.99,12.0,4.0,Licensed,2015.0,85,44,11,Gray,Gray
75108-1,Clone Commander Cody,19.99,10.0,5.0,Licensed,2015.0,82,45,9,Black,White
75109-1,Obi-Wan Kenobi,24.99,11.0,,Licensed,2015.0,83,41,11,Black,White
75110-1,Luke Skywalker,19.99,13.0,4.0,Licensed,2015.0,83,38,9,Black,Gray
75111-1,Darth Vader,29.99,12.0,15.2,Licensed,2015.0,165,68,9,Black,Gray
75112-1,General Grievous,34.99,27.0,20.0,Licensed,2015.0,186,48,10,Black,Tan
75899-1,LaFerrari,14.99,27.0,9.0,Licensed,2015.0,183,83,15,Red,Black
75900-1,Mummy Museum Mystery,14.99,24.0,7.0,Licensed,2015.0,116,63,17,Gray,Tan
75901-1,Mystery Plane Adventures,19.99,27.0,4.0,Licensed,2015.0,134,79,23,Green,Blue
75902-1,The Mystery Machine,29.99,41.0,24.0,Licensed,2015.0,313,132,26,Blue,Gray
75903-1,Haunted Lighthouse,49.99,61.0,5.0,Licensed,2015.0,459,214,28,Gray,Gray
75904-1,Mystery Mansion,89.99,118.0,15.0,Licensed,2015.0,891,295,30,Black,Brown
75908-1,458 Italia GT2,14.99,24.0,9.0,Licensed,2015.0,173,81,13,Red,Black
75909-1,McLaren P1,14.99,20.0,11.100000000000001,Licensed,2015.0,182,84,14,Black,Yellow
75910-1,Porsche 918 Spyder,14.99,27.0,14.100000000000001,Licensed,2015.0,167,75,15,Gray,Red
75911-1,McLaren Mercedes Pit Stop,29.99,45.0,4.0,Licensed,2015.0,356,167,12,Gray,Black
75912-1,Porsche 911 GT Finish Line,49.99,67.0,10.0,Licensed,2015.0,599,225,21,White,Black
75913-1,F14 T & Scuderia Ferrari Truck,99.99,103.0,9.0,Licensed,2015.0,919,284,17,Red,Black
75915-1,Pteranodon Capture,19.99,18.0,10.0,Licensed,2015.0,173,102,19,Blue,Black
75916-1,Dilophosaurus Ambush,29.99,33.0,12.899999999999999,Licensed,2015.0,246,121,20,Black,Blue
75917-1,Raptor Rampage,49.99,46.0,12.0,Licensed,2015.0,333,159,26,Black,Gray
75918-1,T-Rex Tracker,69.99,70.0,12.0,Licensed,2015.0,539,180,26,Gray,Gray
75919-1,Indominus Rex Breakout,129.99,222.0,5.0,Licensed,2015.0,1155,293,28,Gray,Gray
75920-1,Raptor Escape,39.99,85.0,12.899999999999999,Licensed,2015.0,391,152,27,Gray,Black
76025-1,Green Lantern vs. Sinestro,19.99,18.0,28.200000000000003,Licensed,2015.0,174,103,21,Black,Transparent
76026-1,Gorilla Grodd Goes Bananas,49.99,42.0,12.0,Licensed,2015.0,346,171,21,Black,Gray
76027-1,Black Manta Deep Sea Strike,39.99,32.0,5.0,Licensed,2015.0,386,175,22,Black,Gray
76028-1,Darkseid Invasion,69.99,44.0,9.899999999999999,Licensed,2015.0,544,206,23,Gray,Gray
76029-1,Iron Man vs. Ultron,12.99,16.0,20.0,Licensed,2015.0,92,41,9,Transparent,Gray
76030-1,Avengers Hydra Showdown,19.99,15.0,25.200000000000003,Licensed,2015.0,219,114,18,Black,Gray
76031-1,The Hulk Buster Smash,29.99,37.0,41.4,Licensed,2015.0,247,101,16,Black,Red
76032-1,The Avengers Quinjet City Chase,79.99,56.0,18.0,Licensed,2015.0,721,272,25,Gray,Black
76034-1,Batboat Harbour Pursuit,29.99,25.0,12.899999999999999,Licensed,2015.0,273,134,18,Black,Gray
76035-1,Jokerland,119.99,95.0,14.100000000000001,Licensed,2015.0,1090,424,39,Black,Gray
76036-1,Carnage's SHIELD Sky Attack,12.99,13.0,22.0,Licensed,2015.0,102,64,13,Black,Blue
76037-1,Rhino and Sandman Super Villain Team-up,39.99,31.0,8.0,Licensed,2015.0,406,177,20,Tan,Gray
76038-1,Attack on Avengers Tower,59.99,99.0,21.0,Licensed,2015.0,514,193,25,Gray,Gray
76039-1,Ant-Man Final Battle,19.99,43.0,28.200000000000003,Licensed,2015.0,199,100,18,Black,Blue
76040-1,Brainiac Attack,24.99,36.0,14.100000000000001,Licensed,2015.0,178,88,19,Gray,Black
76041-1,The Hydra Fortress Smash,49.99,37.0,15.2,Licensed,2015.0,423,186,22,Black,Gray
76042-1,The SHIELD Helicarrier,349.99,316.0,19.2,Licensed,2015.0,3079,519,25,Black,Gray
10251-1,Brick Bank,169.99,186.0,32.9,Model making,2016.0,2457,495,42,Gray,Gray
10252-1,Volkswagen Beetle,99.99,60.0,14.100000000000001,Model making,2016.0,1219,295,19,Blue,Gray
10253-1,Big Ben,249.99,206.0,10.0,Model making,2016.0,4259,263,18,Tan,Transparent
10254-1,Winter Holiday Train,99.99,74.0,32.9,Model making,2016.0,773,299,32,Black,Yellow
21026-1,Venice,29.99,40.0,8.0,Model making,2016.0,219,62,6,White,Gray
21027-1,Berlin,29.99,46.0,12.899999999999999,Model making,2016.0,300,89,11,Tan,Black
21028-1,New York City,59.99,29.0,25.799999999999997,Model making,2016.0,610,102,13,Tan,Gray
21029-1,Buckingham Palace,49.99,39.0,4.0,Model making,2016.0,800,119,12,Tan,Gray
21030-1,United States Capitol Building,99.99,70.0,8.0,Model making,2016.0,1055,114,10,White,Gray
21031-1,Burj Khalifa,39.99,47.0,4.0,Model making,2016.0,333,56,7,Gray,Gray
21123-1,The Iron Golem,19.99,10.0,12.0,Licensed,2016.0,216,91,22,Gray,Brown
21124-1,The End Portal,59.99,61.0,3.0,Licensed,2016.0,559,121,25,Gray,Gray
21125-1,The Jungle Tree House,69.99,69.0,9.0,Licensed,2016.0,707,157,28,Brown,Tan
21126-1,The Wither,39.99,42.0,10.0,Licensed,2016.0,324,126,18,Gray,Red
21127-1,The Fortress,109.99,92.0,3.0,Licensed,2016.0,983,180,28,Gray,Gray
21128-1,The Village,199.99,210.0,4.0,Licensed,2016.0,1597,232,32,Tan,Gray
31040-1,Desert Racers,4.99,2.0,3.0,Model making,2016.0,70,35,11,Black,Red
31041-1,Construction Vehicles,4.99,5.0,10.0,Model making,2016.0,67,36,7,Black,Yellow
31042-1,Super Soarer,9.99,5.0,8.0,Model making,2016.0,104,56,12,Gray,Blue
31043-1,Chopper Transporter,9.99,8.0,5.0,Model making,2016.0,133,66,11,Black,Gray
31044-1,Park Animals,14.99,17.0,4.0,Model making,2016.0,207,69,13,Brown,White
31045-1,Ocean Explorer,14.99,11.0,10.0,Model making,2016.0,224,96,13,Gray,Blue
31046-1,Fast Car,19.99,7.0,12.899999999999999,Model making,2016.0,230,97,13,Yellow,Black
31047-1,Propeller Plane,19.99,14.0,9.0,Model making,2016.0,240,101,9,Red,Black
31048-1,Lakeside Lodge,29.99,23.0,24.0,Model making,2016.0,386,122,22,Brown,Gray
31050-1,Corner Deli,39.99,32.0,24.0,Model making,2016.0,483,149,23,Gray,Black
31051-1,Lighthouse Point,59.99,40.0,10.0,Model making,2016.0,546,180,24,Black,White
31052-1,Vacation Getaways,69.99,41.0,10.0,Model making,2016.0,817,279,28,White,Gray
31053-1,Treehouse Adventures,34.99,20.0,10.0,Model making,2016.0,405,144,23,Brown,Black
41065-1,Rapunzel's Best Day Ever,19.99,16.0,,Licensed,2016.0,144,84,29,Brown,Tan
41066-1,Anna & Kristoff's Sleigh Adventure,29.99,21.0,,Licensed,2016.0,186,114,29,White,Brown
41067-1,Belle's Enchanted Castle,49.99,64.0,4.0,Licensed,2016.0,408,209,32,Yellow,White
41068-1,Arendelle Castle Celebration,59.99,31.0,,Licensed,2016.0,515,209,35,White,Tan
41069-1,Treasure's Day at the Pool,5.99,3.0,3.0,Licensed,2016.0,79,54,16,White,Tan
41140-1,Daisy's Beauty Salon,9.99,7.0,,Licensed,2016.0,113,73,24,Yellow,Red
41142-1,Palace Pets Royal Castle,19.99,11.0,,Licensed,2016.0,213,123,26,White,Yellow
41171-1,Emily Jones & the Baby Wind Dragon,9.99,20.0,7.0,Action/Adventure,2016.0,88,56,20,Gray,Green
41172-1,The Water Dragon Adventure,19.99,26.0,8.0,Action/Adventure,2016.0,229,119,28,Blue,Gray
41173-1,Elvendale School of Dragons,19.99,30.0,,Action/Adventure,2016.0,248,136,27,Brown,Tan
41174-1,The Starlight Inn,29.99,59.0,5.0,Action/Adventure,2016.0,374,184,33,Brown,Black
41175-1,Fire Dragon's Lava Cave,39.99,43.0,5.0,Action/Adventure,2016.0,473,209,31,Yellow,Gray
41176-1,The Secret Market Place,59.99,78.0,5.0,Action/Adventure,2016.0,747,317,39,Brown,Black
41177-1,The Precious Crystal Mine,29.99,26.0,,Action/Adventure,2016.0,297,170,27,Gray,Brown
41178-1,The Dragon Sanctuary,49.99,134.0,,Action/Adventure,2016.0,623,275,37,Blue,White
41179-1,Queen Dragon's Rescue,69.99,112.0,,Action/Adventure,2016.0,833,302,34,White,Gray
41180-1,Ragana's Magic Shadow Castle,99.99,87.0,20.0,Action/Adventure,2016.0,1073,380,40,Black,Gray
41492-1,Iron Man & Captain America,39.99,350.0,,Licensed,2016.0,174,67,11,Red,Gray
60100-1,Airport Starter Set,9.99,4.0,12.0,Modern day,2016.0,84,64,15,Yellow,Black
60101-1,Airport Cargo Plane,24.99,16.0,16.0,Modern day,2016.0,156,95,14,Gray,White
60102-1,Airport VIP Service,49.99,43.0,3.0,Modern day,2016.0,377,184,24,White,Black
60103-1,Airport Air Show,89.99,61.0,15.0,Modern day,2016.0,706,280,23,Gray,Gray
60104-1,Airport Passenger Terminal,99.99,98.0,2.0,Modern day,2016.0,693,260,21,Gray,White
60105-1,Fire ATV,6.99,4.0,8.0,Modern day,2016.0,68,46,13,Gray,Gray
60106-1,Fire Starter Set,9.99,5.0,12.899999999999999,Modern day,2016.0,97,72,14,Gray,Black
60107-1,Fire Ladder Truck,24.99,12.0,17.2,Modern day,2016.0,213,101,14,Red,Gray
60108-1,Fire Response Unit,39.99,21.0,14.100000000000001,Modern day,2016.0,269,146,20,Black,Gray
60109-1,Fire Boat,79.99,35.0,,Modern day,2016.0,412,202,20,White,Black
60110-1,Fire Station,99.99,57.0,4.0,Modern day,2016.0,962,353,23,Red,Gray
60111-1,Fire Utility Truck,39.99,19.0,5.0,Modern day,2016.0,367,169,19,Gray,Red
60112-1,Fire Engine,49.99,40.0,9.0,Modern day,2016.0,375,157,16,Red,Gray
60113-1,Rally Car,9.99,9.0,12.0,Modern day,2016.0,113,64,13,Black,Yellow
60114-1,Race Boat,9.99,5.0,12.0,Modern day,2016.0,94,55,12,Black,White
60115-1,4 x 4 Off Roader,19.99,11.0,15.0,Modern day,2016.0,196,112,14,Black,Green
60116-1,Ambulance Plane,19.99,13.0,22.0,Modern day,2016.0,194,104,17,White,Gray
60117-1,Van & Caravan,19.99,13.0,46.0,Modern day,2016.0,262,140,20,Blue,White
60118-1,Garbage Truck,19.99,28.0,24.0,Modern day,2016.0,260,113,17,Gray,Black
60119-1,Ferry,29.99,16.0,27.0,Modern day,2016.0,310,124,17,White,Yellow
60120-1,Volcano Starter Set,9.99,9.0,9.0,Modern day,2016.0,90,64,19,Black,Gray
60121-1,Volcano Exploration Truck,24.99,9.0,9.0,Modern day,2016.0,182,97,19,Black,Green
60122-1,Volcano Crawler,39.99,22.0,12.0,Modern day,2016.0,331,145,20,Black,Gray
60123-1,Volcano Supply Helicopter,49.99,19.0,4.0,Modern day,2016.0,329,177,21,Gray,Black
60124-1,Volcano Exploration Base,119.99,56.0,7.0,Modern day,2016.0,854,290,23,Black,Gray
60125-1,Volcano Heavy-Lift Helicopter,149.99,98.0,9.0,Modern day,2016.0,1274,360,24,Gray,Black
60126-1,Tire Escape,6.99,3.0,,Modern day,2016.0,50,41,12,White,Black
60127-1,Prison Island Starter Set,9.99,6.0,12.899999999999999,Modern day,2016.0,101,70,18,Black,Gray
60128-1,Police Pursuit,24.99,16.0,8.0,Modern day,2016.0,194,106,19,Black,White
60129-1,Police Patrol Boat,49.99,25.0,4.0,Modern day,2016.0,213,128,22,White,Gray
60130-1,Prison Island,89.99,88.0,9.0,Modern day,2016.0,794,337,28,Gray,Gray
60131-1,Crooks Island,29.99,16.0,5.0,Modern day,2016.0,262,173,24,Gray,Black
60132-1,Service Station,89.99,60.0,20.0,Modern day,2016.0,528,225,24,White,Gray
60133-1,City Advent Calendar,29.99,19.0,6.0,Modern day,2016.0,290,172,31,White,Red
60134-1,People Pack - Fun in the Park,39.99,20.0,20.0,Modern day,2016.0,173,143,26,Black,Gray
70310-1,Knighton Battle Blaster,9.99,6.0,20.0,Action/Adventure,2016.0,82,56,12,Gray,Blue
70311-1,Chaos Catapult,9.99,6.0,25.799999999999997,Action/Adventure,2016.0,100,59,15,Black,Brown
70312-1,Lance's Mecha Horse,19.99,10.0,12.899999999999999,Action/Adventure,2016.0,251,134,14,Gray,Blue
70313-1,Moltor's Lava Smasher,19.99,11.0,10.0,Action/Adventure,2016.0,198,110,18,Brown,Black
70314-1,Beast Master's Chaos Chariot,29.99,17.0,12.899999999999999,Action/Adventure,2016.0,322,139,21,Black,Gray
70315-1,Clay's Rumble Blade,39.99,42.0,10.0,Action/Adventure,2016.0,382,140,15,Blue,Gray
70316-1,Jestro's Evil Mobile,59.99,37.0,7.0,Action/Adventure,2016.0,694,295,23,Black,Red
70317-1,The Fortrex,99.99,61.0,10.0,Action/Adventure,2016.0,1135,347,26,Gray,Gray
70318-1,The Glob Lobber,9.99,5.0,5.0,Action/Adventure,2016.0,105,63,14,Gray,Black
70319-1,Macy's Thunder Mace,19.99,13.0,8.0,Action/Adventure,2016.0,211,98,12,Transparent,Red
70320-1,Aaron Fox's Aero-Striker V2,29.99,15.0,,Action/Adventure,2016.0,316,147,18,Gray,Blue
70321-1,General Magmar's Siege Machine of Doom,49.99,28.0,4.0,Action/Adventure,2016.0,537,184,22,Black,Brown
70322-1,Axl's Tower Carrier,69.99,39.0,4.0,Action/Adventure,2016.0,696,295,23,Gray,Gray
70323-1,Jestro's Volcano Lair,119.99,67.0,4.0,Action/Adventure,2016.0,1251,433,28,Black,Gray
70324-1,Merlok's Library 2.0,24.99,22.0,11.100000000000001,Action/Adventure,2016.0,257,120,17,Gray,Blue
70325-1,Infernox captures the Queen,24.99,16.0,20.0,Action/Adventure,2016.0,251,129,18,Black,Gray
70326-1,The Black Knight Mech,39.99,36.0,5.0,Action/Adventure,2016.0,552,202,20,Black,Blue
70327-1,The King's Mech,29.99,29.0,15.0,Action/Adventure,2016.0,354,145,14,Gray,Gray
71040-1,Disney Castle,349.99,313.0,40.0,Licensed,2016.0,4194,700,42,White,Gray
75098-1,Assault on Hoth,249.99,186.0,17.0,Licensed,2016.0,2140,510,26,White,Gray
75113-1,Rey,19.99,8.0,9.0,Licensed,2016.0,86,49,12,Black,Gray
75114-1,First Order Stormtrooper,19.99,8.0,,Licensed,2016.0,88,54,7,White,Black
75115-1,Poe Dameron,24.99,9.0,,Licensed,2016.0,102,53,11,Black,Gray
75116-1,Finn,24.99,8.0,,Licensed,2016.0,98,48,12,Black,Gray
75117-1,Kylo Ren,24.99,9.0,7.0,Licensed,2016.0,86,41,7,Black,Gray
75118-1,Captain Phasma,24.99,10.0,5.0,Licensed,2016.0,82,46,7,Black,Gray
75119-1,Sergeant Jyn Erso,24.99,6.0,9.0,Licensed,2016.0,104,53,11,Black,Gray
75120-1,K-2SO,24.99,13.0,10.0,Licensed,2016.0,174,61,9,Black,Gray
75121-1,Imperial Death Trooper,24.99,9.0,5.0,Licensed,2016.0,105,51,8,Black,Gray
75125-1,Resistance X-wing Fighter,9.99,6.0,16.0,Licensed,2016.0,89,36,9,Gray,Gray
75126-1,First Order Snowspeeder,9.99,5.0,19.2,Licensed,2016.0,99,60,9,Gray,Gray
75127-1,The Ghost,9.99,7.0,8.0,Licensed,2016.0,109,54,15,Black,White
75128-1,TIE Advanced Prototype,9.99,5.0,8.0,Licensed,2016.0,95,40,7,Gray,Black
75129-1,Wookiee Gunship,9.99,6.0,12.899999999999999,Licensed,2016.0,87,48,9,Tan,Gray
75130-1,AT-DP,9.99,11.0,7.0,Licensed,2016.0,81,44,7,Gray,Gray
75131-1,Resistance Trooper Battle Pack,12.99,8.0,30.099999999999998,Licensed,2016.0,119,61,14,Gray,Black
75132-1,First Order Battle Pack,12.99,10.0,34.199999999999996,Licensed,2016.0,92,51,10,Black,Gray
75133-1,Rebel Alliance Battle Pack,12.99,16.0,30.800000000000004,Licensed,2016.0,100,52,15,Black,Brown
75134-1,Galactic Empire Battle Pack,12.99,12.0,39.6,Licensed,2016.0,116,59,10,Black,Transparent
75135-1,Obi-Wan's Jedi Interceptor,24.99,26.0,27.3,Licensed,2016.0,221,99,15,Gray,Gray
75136-1,Droid Escape Pod,24.99,14.0,21.0,Licensed,2016.0,202,68,14,Gray,Gray
75137-1,Carbon-Freezing Chamber,24.99,17.0,51.599999999999994,Licensed,2016.0,245,110,22,Gray,Gray
75138-1,Hoth Attack,24.99,19.0,12.0,Licensed,2016.0,245,120,13,White,Gray
75139-1,Battle on Takodana,59.99,26.0,22.200000000000003,Licensed,2016.0,405,121,22,Gray,Tan
75140-1,Resistance Troop Transporter,69.99,40.0,20.0,Licensed,2016.0,660,186,23,Gray,Gray
75141-1,Kanan's Speeder Bike,19.99,14.0,17.2,Licensed,2016.0,226,85,21,Gray,Gray
75142-1,Homing Spider Droid,29.99,34.0,11.100000000000001,Licensed,2016.0,309,96,16,Gray,Gray
75145-1,Eclipse Fighter,29.99,18.0,12.0,Licensed,2016.0,363,145,18,Black,Gray
75146-1,Star Wars Advent Calendar,39.99,22.0,9.0,Licensed,2016.0,330,213,26,White,Gray
75147-1,StarScavenger,49.99,30.0,3.0,Licensed,2016.0,577,168,23,Gray,Gray
75148-1,Encounter on Jakku,59.99,26.0,17.2,Licensed,2016.0,562,245,19,Tan,Brown
75149-1,Resistance X-wing Fighter,79.99,53.0,22.0,Licensed,2016.0,739,234,21,Gray,Gray
75150-1,Vader's TIE Advanced vs. A-wing Starfighter,89.99,33.0,22.0,Licensed,2016.0,723,260,19,Gray,Black
75151-1,Clone Turbo Tank,109.99,79.0,18.0,Licensed,2016.0,928,251,22,Gray,Gray
75152-1,Imperial Assault Hovertank,29.99,27.0,48.0,Licensed,2016.0,403,145,17,Gray,Gray
75153-1,AT-ST Walker,39.99,38.0,47.0,Licensed,2016.0,466,191,20,Gray,Gray
75154-1,TIE Striker,69.99,38.0,23.0,Licensed,2016.0,542,169,16,Gray,Black
75155-1,Rebel U-wing Fighter,79.99,49.0,42.300000000000004,Licensed,2016.0,681,215,22,Gray,Gray
75156-1,Krennic's Imperial Shuttle,89.99,59.0,36.8,Licensed,2016.0,893,238,20,Black,Gray
75157-1,Captain Rex's AT-TE,119.99,69.0,8.0,Licensed,2016.0,970,329,25,Gray,Gray
75158-1,Rebel Combat Frigate,109.99,81.0,9.0,Licensed,2016.0,935,228,21,Gray,Gray
75159-1,Death Star,499.99,392.0,8.0,Licensed,2016.0,4094,591,28,Gray,Gray
75821-1,Piggy Car Escape,12.99,3.0,7.0,Licensed,2016.0,82,61,13,Gray,Black
75822-1,Piggy Plane Attack,19.99,8.0,,Licensed,2016.0,168,85,16,Brown,Black
75823-1,Bird Island Egg Heist,29.99,15.0,3.0,Licensed,2016.0,299,150,21,Tan,Gray
75824-1,Pig City Teardown,39.99,21.0,8.0,Licensed,2016.0,399,197,23,White,Gray
75825-1,Piggy Pirate Ship,59.99,34.0,14.100000000000001,Licensed,2016.0,611,240,20,Brown,Gray
75826-1,King Pig's Castle,89.99,60.0,4.0,Licensed,2016.0,855,237,28,Gray,Gray
75827-1,Firehouse Headquarters ,349.99,324.0,14.100000000000001,Licensed,2016.0,4788,687,45,Gray,Red
75828-1,Ecto-1 & 2,59.99,46.0,18.0,Licensed,2016.0,553,209,26,Black,White
75870-1,Chevrolet Corvette Z06,14.99,25.0,9.0,Licensed,2016.0,192,91,12,Yellow,Black
75871-1,Ford Mustang GT,14.99,25.0,15.0,Licensed,2016.0,201,77,15,Blue,Black
75872-1,Audi R18 e-tron quattro,14.99,19.0,,Licensed,2016.0,179,89,10,Black,White
75873-1,Audi R8 LMS ultra,14.99,28.0,6.0,Licensed,2016.0,193,92,13,Black,White
75874-1,Chevrolet Camaro Drag Race,29.99,26.0,5.0,Licensed,2016.0,473,178,19,Black,Red
75875-1,Ford F-150 Raptor & Ford Model A Hot Rod,49.99,50.0,5.0,Licensed,2016.0,703,284,25,Black,Gray
75876-1,Porsche 919 Hybrid and 917K Pit Lane,69.99,65.0,5.0,Licensed,2016.0,775,289,19,White,Black
76044-1,Clash of the Heroes,12.99,11.0,57.2,Licensed,2016.0,100,69,17,Black,Gray
76045-1,Kryptonite Interception,29.99,19.0,38.4,Licensed,2016.0,310,133,16,Black,Gray
76046-1,Heroes of Justice: Sky High Battle,59.99,34.0,22.0,Licensed,2016.0,536,207,22,Black,Gray
76047-1,Black Panther Pursuit,29.99,29.0,39.6,Licensed,2016.0,298,146,20,Black,Gray
76048-1,Iron Skull Sub Attack,29.99,21.0,14.0,Licensed,2016.0,343,139,22,Black,Gray
76049-1,Avenjet Space Mission,59.99,68.0,19.2,Licensed,2016.0,521,183,22,White,Black
76050-1,Crossbones' Hazard Heist,19.99,15.0,32.8,Licensed,2016.0,188,100,19,Black,Gray
76051-1,Super Hero Airport Battle,79.99,104.0,45.0,Licensed,2016.0,815,351,27,Black,Gray
76052-1,Batman Classic TV Series - Batcave,269.99,174.0,17.2,Licensed,2016.0,2472,458,34,Gray,Tan
76053-1,Gotham City Cycle Chase,19.99,11.0,13.2,Licensed,2016.0,243,128,18,Black,Gray
76054-1,Batman: Scarecrow Harvest of Fear,59.99,30.0,14.100000000000001,Licensed,2016.0,586,243,29,Black,Gray
76055-1,Batman: Killer Croc Sewer Smash,79.99,41.0,5.0,Licensed,2016.0,758,226,22,Black,Gray
76056-1,Batman: Rescue from Ra's al Ghul,29.99,20.0,,Licensed,2016.0,256,126,19,Black,Tan
76057-1,Spider-Man: Web Warriors Ultimate Bridge Battle,99.99,73.0,25.0,Licensed,2016.0,1091,291,31,Gray,Gray
76058-1,Spider-Man: Ghost Rider Team-Up,19.99,17.0,50.599999999999994,Licensed,2016.0,230,125,20,Black,Gray
76059-1,Spider-Man: Doc Ock's Tentacle Trap,39.99,32.0,6.0,Licensed,2016.0,463,156,20,Black,Gray
76060-1,Doctor Strange's Sanctum Sanctorum,29.99,27.0,38.4,Licensed,2016.0,375,133,24,Brown,Tan
76061-1,Mighty Micros: Batman vs. Catwoman,9.99,6.0,3.0,Licensed,2016.0,87,55,14,Black,Yellow
76062-1,Mighty Micros: Robin vs. Bane,9.99,6.0,5.0,Licensed,2016.0,84,56,17,Black,Red
76063-1,Mighty Micros: The Flash vs. Captain Cold,9.99,6.0,14.100000000000001,Licensed,2016.0,98,65,20,Gray,Red
76064-1,Mighty Micros: Spider-Man vs. Green Goblin,9.99,5.0,9.0,Licensed,2016.0,93,58,17,Black,Blue
76065-1,Mighty Micros: Captain America vs. Red Skull,9.99,5.0,9.0,Licensed,2016.0,102,60,17,Black,Gray
76066-1,Mighty Micros: Hulk vs. Ultron,9.99,7.0,,Licensed,2016.0,84,48,16,Black,Gray
76067-1,Tanker Truck Takedown,29.99,27.0,23.0,Licensed,2016.0,329,133,21,Gray,Gray
10255-1,Assembly Square,279.99,185.0,25.0,Model making,2017.0,4147,769,43,Gray,White
10257-1,Carousel,199.99,150.0,24.0,Model making,2017.0,2669,413,32,White,Gray
21032-1,Sydney,29.99,26.0,4.0,Model making,2017.0,361,71,13,Black,White
21033-1,Chicago,39.99,30.0,9.0,Model making,2017.0,444,81,14,Black,Transparent
21034-1,London,39.99,24.0,12.0,Model making,2017.0,484,115,13,White,Tan
21035-1,Solomon R. Guggenheim Museum,79.99,51.0,5.0,Model making,2017.0,744,143,10,Tan,White
21129-1,The Mushroom Island,19.99,22.0,3.0,Licensed,2017.0,247,66,21,Brown,White
